bioproject_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	biosample_accession
PRJNA518082	negoro13C03	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro13C03_L001_R1_001.fastq.gz	negoro13C03_L001_R2_001.fastq.gz	SAMN10876676
PRJNA518082	negoro13D04	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro13D04_L001_R1_001.fastq.gz	negoro13D04_L001_R2_001.fastq.gz	SAMN10876677
PRJNA518082	negoro13E05	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro13E05_L001_R1_001.fastq.gz	negoro13E05_L001_R2_001.fastq.gz	SAMN10876678
PRJNA518082	negoro13F06	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro13F06_L001_R1_001.fastq.gz	negoro13F06_L001_R2_001.fastq.gz	SAMN10876679
PRJNA518082	negoro13G07	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro13G07_L001_R1_001.fastq.gz	negoro13G07_L001_R2_001.fastq.gz	SAMN10876680
PRJNA518082	negoro14B02	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14B02_L001_R1_001.fastq.gz	negoro14B02_L001_R2_001.fastq.gz	SAMN10876681
PRJNA518082	negoro14C03	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14C03_L001_R1_001.fastq.gz	negoro14C03_L001_R2_001.fastq.gz	SAMN10876682
PRJNA518082	negoro14D04	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14D04_L001_R1_001.fastq.gz	negoro14D04_L001_R2_001.fastq.gz	SAMN10876683
PRJNA518082	negoro14E05	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14E05_L001_R1_001.fastq.gz	negoro14E05_L001_R2_001.fastq.gz	SAMN10876684
PRJNA518082	negoro14F06	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14F06_L001_R1_001.fastq.gz	negoro14F06_L001_R2_001.fastq.gz	SAMN10876685
PRJNA518082	negoro14G07	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14G07_L001_R1_001.fastq.gz	negoro14G07_L001_R2_001.fastq.gz	SAMN10876686
PRJNA518082	negoro14H08	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro14H08_L001_R1_001.fastq.gz	negoro14H08_L001_R2_001.fastq.gz	SAMN10876687
PRJNA518082	negoro15A01	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15A01_L001_R1_001.fastq.gz	negoro15A01_L001_R2_001.fastq.gz	SAMN10876688
PRJNA518082	negoro15B02	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15B02_L001_R1_001.fastq.gz	negoro15B02_L001_R2_001.fastq.gz	SAMN10876689
PRJNA518082	negoro15C03	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15C03_L001_R1_001.fastq.gz	negoro15C03_L001_R2_001.fastq.gz	SAMN10876690
PRJNA518082	negoro15D04	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15D04_L001_R1_001.fastq.gz	negoro15D04_L001_R2_001.fastq.gz	SAMN10876691
PRJNA518082	negoro15E05	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15E05_L001_R1_001.fastq.gz	negoro15E05_L001_R2_001.fastq.gz	SAMN10876692
PRJNA518082	negoro15F06	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15F06_L001_R1_001.fastq.gz	negoro15F06_L001_R2_001.fastq.gz	SAMN10876693
PRJNA518082	negoro15G07	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15G07_L001_R1_001.fastq.gz	negoro15G07_L001_R2_001.fastq.gz	SAMN10876694
PRJNA518082	negoro15H08	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro15H08_L001_R1_001.fastq.gz	negoro15H08_L001_R2_001.fastq.gz	SAMN10876695
PRJNA518082	negoro16B02	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro16B02_L001_R1_001.fastq.gz	negoro16B02_L001_R2_001.fastq.gz	SAMN10876696
PRJNA518082	negoro16C03	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro16C03_L001_R1_001.fastq.gz	negoro16C03_L001_R2_001.fastq.gz	SAMN10876697
PRJNA518082	negoro16D04	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro16D04_L001_R1_001.fastq.gz	negoro16D04_L001_R2_001.fastq.gz	SAMN10876698
PRJNA518082	negoro16E05	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro16E05_L001_R1_001.fastq.gz	negoro16E05_L001_R2_001.fastq.gz	SAMN10876699
PRJNA518082	negoro16F06	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro16F06_L001_R1_001.fastq.gz	negoro16F06_L001_R2_001.fastq.gz	SAMN10876700
PRJNA518082	oro160061	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160061_L001_R1_001.fastq.gz	oro160061_L001_R2_001.fastq.gz	SAMN10876362
PRJNA518082	oro160062	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160062_L001_R1_001.fastq.gz	oro160062_L001_R2_001.fastq.gz	SAMN10876363
PRJNA518082	oro160063	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160063_L001_R1_001.fastq.gz	oro160063_L001_R2_001.fastq.gz	SAMN10876364
PRJNA518082	oro160064	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160064_L001_R1_001.fastq.gz	oro160064_L001_R2_001.fastq.gz	SAMN10876365
PRJNA518082	oro160065	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160065_L001_R1_001.fastq.gz	oro160065_L001_R2_001.fastq.gz	SAMN10876366
PRJNA518082	oro160066	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160066_L001_R1_001.fastq.gz	oro160066_L001_R2_001.fastq.gz	SAMN10876367
PRJNA518082	oro160067	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160067_L001_R1_001.fastq.gz	oro160067_L001_R2_001.fastq.gz	SAMN10876368
PRJNA518082	oro160068	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160068_L001_R1_001.fastq.gz	oro160068_L001_R2_001.fastq.gz	SAMN10876369
PRJNA518082	oro160069	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160069_L001_R1_001.fastq.gz	oro160069_L001_R2_001.fastq.gz	SAMN10876370
PRJNA518082	oro160070	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160070_L001_R1_001.fastq.gz	oro160070_L001_R2_001.fastq.gz	SAMN10876371
PRJNA518082	oro160071	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160071_L001_R1_001.fastq.gz	oro160071_L001_R2_001.fastq.gz	SAMN10876372
PRJNA518082	oro160072	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160072_L001_R1_001.fastq.gz	oro160072_L001_R2_001.fastq.gz	SAMN10876373
PRJNA518082	oro160073	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160073_L001_R1_001.fastq.gz	oro160073_L001_R2_001.fastq.gz	SAMN10876374
PRJNA518082	oro160074	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160074_L001_R1_001.fastq.gz	oro160074_L001_R2_001.fastq.gz	SAMN10876375
PRJNA518082	oro160075	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160075_L001_R1_001.fastq.gz	oro160075_L001_R2_001.fastq.gz	SAMN10876376
PRJNA518082	oro160076	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160076_L001_R1_001.fastq.gz	oro160076_L001_R2_001.fastq.gz	SAMN10876377
PRJNA518082	oro160077	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160077_L001_R1_001.fastq.gz	oro160077_L001_R2_001.fastq.gz	SAMN10876378
PRJNA518082	oro160078	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160078_L001_R1_001.fastq.gz	oro160078_L001_R2_001.fastq.gz	SAMN10876379
PRJNA518082	oro160079	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160079_L001_R1_001.fastq.gz	oro160079_L001_R2_001.fastq.gz	SAMN10876380
PRJNA518082	oro160080	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160080_L001_R1_001.fastq.gz	oro160080_L001_R2_001.fastq.gz	SAMN10876381
PRJNA518082	oro160081	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160081_L001_R1_001.fastq.gz	oro160081_L001_R2_001.fastq.gz	SAMN10876382
PRJNA518082	oro160082	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160082_L001_R1_001.fastq.gz	oro160082_L001_R2_001.fastq.gz	SAMN10876383
PRJNA518082	oro160083	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160083_L001_R1_001.fastq.gz	oro160083_L001_R2_001.fastq.gz	SAMN10876384
PRJNA518082	oro160084	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160084_L001_R1_001.fastq.gz	oro160084_L001_R2_001.fastq.gz	SAMN10876385
PRJNA518082	oro160085	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160085_L001_R1_001.fastq.gz	oro160085_L001_R2_001.fastq.gz	SAMN10876386
PRJNA518082	oro160086	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160086_L001_R1_001.fastq.gz	oro160086_L001_R2_001.fastq.gz	SAMN10876387
PRJNA518082	oro160087	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160087_L001_R1_001.fastq.gz	oro160087_L001_R2_001.fastq.gz	SAMN10876388
PRJNA518082	oro160088	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160088_L001_R1_001.fastq.gz	oro160088_L001_R2_001.fastq.gz	SAMN10876389
PRJNA518082	oro160090	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160090_L001_R1_001.fastq.gz	oro160090_L001_R2_001.fastq.gz	SAMN10876390
PRJNA518082	oro160091	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160091_L001_R1_001.fastq.gz	oro160091_L001_R2_001.fastq.gz	SAMN10876391
PRJNA518082	oro160092	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160092_L001_R1_001.fastq.gz	oro160092_L001_R2_001.fastq.gz	SAMN10876392
PRJNA518082	oro160093	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160093_L001_R1_001.fastq.gz	oro160093_L001_R2_001.fastq.gz	SAMN10876393
PRJNA518082	oro160094	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160094_L001_R1_001.fastq.gz	oro160094_L001_R2_001.fastq.gz	SAMN10876394
PRJNA518082	oro160095	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160095_L001_R1_001.fastq.gz	oro160095_L001_R2_001.fastq.gz	SAMN10876395
PRJNA518082	oro160096	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160096_L001_R1_001.fastq.gz	oro160096_L001_R2_001.fastq.gz	SAMN10876396
PRJNA518082	oro160384	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160384_L001_R1_001.fastq.gz	oro160384_L001_R2_001.fastq.gz	SAMN10876397
PRJNA518082	oro160385	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160385_L001_R1_001.fastq.gz	oro160385_L001_R2_001.fastq.gz	SAMN10876398
PRJNA518082	oro160386	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160386_L001_R1_001.fastq.gz	oro160386_L001_R2_001.fastq.gz	SAMN10876399
PRJNA518082	oro160387	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160387_L001_R1_001.fastq.gz	oro160387_L001_R2_001.fastq.gz	SAMN10876400
PRJNA518082	oro160388	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160388_L001_R1_001.fastq.gz	oro160388_L001_R2_001.fastq.gz	SAMN10876401
PRJNA518082	oro160392	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160392_L001_R1_001.fastq.gz	oro160392_L001_R2_001.fastq.gz	SAMN10876402
PRJNA518082	oro160393	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160393_L001_R1_001.fastq.gz	oro160393_L001_R2_001.fastq.gz	SAMN10876403
PRJNA518082	oro160394	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160394_L001_R1_001.fastq.gz	oro160394_L001_R2_001.fastq.gz	SAMN10876404
PRJNA518082	oro160395	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160395_L001_R1_001.fastq.gz	oro160395_L001_R2_001.fastq.gz	SAMN10876405
PRJNA518082	oro160396	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160396_L001_R1_001.fastq.gz	oro160396_L001_R2_001.fastq.gz	SAMN10876406
PRJNA518082	oro160397	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160397_L001_R1_001.fastq.gz	oro160397_L001_R2_001.fastq.gz	SAMN10876407
PRJNA518082	oro160398	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160398_L001_R1_001.fastq.gz	oro160398_L001_R2_001.fastq.gz	SAMN10876408
PRJNA518082	oro160399	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160399_L001_R1_001.fastq.gz	oro160399_L001_R2_001.fastq.gz	SAMN10876409
PRJNA518082	oro160400	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160400_L001_R1_001.fastq.gz	oro160400_L001_R2_001.fastq.gz	SAMN10876410
PRJNA518082	oro160401	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160401_L001_R1_001.fastq.gz	oro160401_L001_R2_001.fastq.gz	SAMN10876411
PRJNA518082	oro160403	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160403_L001_R1_001.fastq.gz	oro160403_L001_R2_001.fastq.gz	SAMN10876412
PRJNA518082	oro160404	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160404_L001_R1_001.fastq.gz	oro160404_L001_R2_001.fastq.gz	SAMN10876413
PRJNA518082	oro160405	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160405_L001_R1_001.fastq.gz	oro160405_L001_R2_001.fastq.gz	SAMN10876414
PRJNA518082	oro160406	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160406_L001_R1_001.fastq.gz	oro160406_L001_R2_001.fastq.gz	SAMN10876415
PRJNA518082	oro160407	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160407_L001_R1_001.fastq.gz	oro160407_L001_R2_001.fastq.gz	SAMN10876416
PRJNA518082	oro160408	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160408_L001_R1_001.fastq.gz	oro160408_L001_R2_001.fastq.gz	SAMN10876417
PRJNA518082	oro160409	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160409_L001_R1_001.fastq.gz	oro160409_L001_R2_001.fastq.gz	SAMN10876418
PRJNA518082	oro160410	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160410_L001_R1_001.fastq.gz	oro160410_L001_R2_001.fastq.gz	SAMN10876419
PRJNA518082	oro160411	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160411_L001_R1_001.fastq.gz	oro160411_L001_R2_001.fastq.gz	SAMN10876420
PRJNA518082	oro160412	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160412_L001_R1_001.fastq.gz	oro160412_L001_R2_001.fastq.gz	SAMN10876421
PRJNA518082	oro160413	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160413_L001_R1_001.fastq.gz	oro160413_L001_R2_001.fastq.gz	SAMN10876422
PRJNA518082	oro160414	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160414_L001_R1_001.fastq.gz	oro160414_L001_R2_001.fastq.gz	SAMN10876423
PRJNA518082	oro160415	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160415_L001_R1_001.fastq.gz	oro160415_L001_R2_001.fastq.gz	SAMN10876424
