Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10877322	bri160751	bri160751	feces metagenome	1861841	bri160751	PRJNA518082
SAMN10877323	oro161520	oro161520	feces metagenome	1861841	oro161520	PRJNA518082
SAMN10877324	oro161521	oro161521	feces metagenome	1861841	oro161521	PRJNA518082
SAMN10877325	oro161522	oro161522	feces metagenome	1861841	oro161522	PRJNA518082
SAMN10877326	oro161523	oro161523	feces metagenome	1861841	oro161523	PRJNA518082
SAMN10877327	oro161524	oro161524	feces metagenome	1861841	oro161524	PRJNA518082
SAMN10877328	oro161525	oro161525	feces metagenome	1861841	oro161525	PRJNA518082
SAMN10877329	oro161526	oro161526	feces metagenome	1861841	oro161526	PRJNA518082
SAMN10877330	oro161527	oro161527	feces metagenome	1861841	oro161527	PRJNA518082
SAMN10877331	oro161528	oro161528	feces metagenome	1861841	oro161528	PRJNA518082
SAMN10877332	oro161529	oro161529	feces metagenome	1861841	oro161529	PRJNA518082
SAMN10877333	oro161530	oro161530	feces metagenome	1861841	oro161530	PRJNA518082
SAMN10877334	oro161531	oro161531	feces metagenome	1861841	oro161531	PRJNA518082
SAMN10877335	oro162484	oro162484	feces metagenome	1861841	oro162484	PRJNA518082
SAMN10877336	oro162485	oro162485	feces metagenome	1861841	oro162485	PRJNA518082
SAMN10877337	oro162486	oro162486	feces metagenome	1861841	oro162486	PRJNA518082
SAMN10877338	oro162487	oro162487	feces metagenome	1861841	oro162487	PRJNA518082
SAMN10877339	oro162488	oro162488	feces metagenome	1861841	oro162488	PRJNA518082
SAMN10877340	oro162489	oro162489	feces metagenome	1861841	oro162489	PRJNA518082
SAMN10877341	oro162490	oro162490	feces metagenome	1861841	oro162490	PRJNA518082
SAMN10877342	oro162491	oro162491	feces metagenome	1861841	oro162491	PRJNA518082
SAMN10877343	oro162492	oro162492	feces metagenome	1861841	oro162492	PRJNA518082
SAMN10877344	oro162493	oro162493	feces metagenome	1861841	oro162493	PRJNA518082
SAMN10877345	oro162495	oro162495	feces metagenome	1861841	oro162495	PRJNA518082
SAMN10877346	oro162496	oro162496	feces metagenome	1861841	oro162496	PRJNA518082
SAMN10877347	oro162497	oro162497	feces metagenome	1861841	oro162497	PRJNA518082
SAMN10877348	oro162498	oro162498	feces metagenome	1861841	oro162498	PRJNA518082
SAMN10877349	oro162499	oro162499	feces metagenome	1861841	oro162499	PRJNA518082
SAMN10877350	oro162500	oro162500	feces metagenome	1861841	oro162500	PRJNA518082
SAMN10877351	oro162501	oro162501	feces metagenome	1861841	oro162501	PRJNA518082
SAMN10877352	oro162502	oro162502	feces metagenome	1861841	oro162502	PRJNA518082
SAMN10877353	oro162503	oro162503	feces metagenome	1861841	oro162503	PRJNA518082
SAMN10877354	oro162504	oro162504	feces metagenome	1861841	oro162504	PRJNA518082
SAMN10877355	oro162507	oro162507	feces metagenome	1861841	oro162507	PRJNA518082
SAMN10877356	oro162508	oro162508	feces metagenome	1861841	oro162508	PRJNA518082
SAMN10877357	oro162509	oro162509	feces metagenome	1861841	oro162509	PRJNA518082
SAMN10877358	oro162510	oro162510	feces metagenome	1861841	oro162510	PRJNA518082
SAMN10877359	oro162511	oro162511	feces metagenome	1861841	oro162511	PRJNA518082
SAMN10877360	oro162512	oro162512	feces metagenome	1861841	oro162512	PRJNA518082
SAMN10877361	oro162513	oro162513	feces metagenome	1861841	oro162513	PRJNA518082
SAMN10877362	oro162514	oro162514	feces metagenome	1861841	oro162514	PRJNA518082
SAMN10877363	oro162515	oro162515	feces metagenome	1861841	oro162515	PRJNA518082
SAMN10877364	oro162517	oro162517	feces metagenome	1861841	oro162517	PRJNA518082
SAMN10877365	oro162518	oro162518	feces metagenome	1861841	oro162518	PRJNA518082
SAMN10877366	oro162519	oro162519	feces metagenome	1861841	oro162519	PRJNA518082
SAMN10877367	oro162520	oro162520	feces metagenome	1861841	oro162520	PRJNA518082
SAMN10877368	oro162521	oro162521	feces metagenome	1861841	oro162521	PRJNA518082
SAMN10877369	oro162522	oro162522	feces metagenome	1861841	oro162522	PRJNA518082
SAMN10877370	oro162523	oro162523	feces metagenome	1861841	oro162523	PRJNA518082
SAMN10877371	oro162524	oro162524	feces metagenome	1861841	oro162524	PRJNA518082
SAMN10877372	oro162525	oro162525	feces metagenome	1861841	oro162525	PRJNA518082
SAMN10877373	oro162526	oro162526	feces metagenome	1861841	oro162526	PRJNA518082
SAMN10877374	oro162529	oro162529	feces metagenome	1861841	oro162529	PRJNA518082
SAMN10877375	oro162530	oro162530	feces metagenome	1861841	oro162530	PRJNA518082
SAMN10877376	oro162531	oro162531	feces metagenome	1861841	oro162531	PRJNA518082
SAMN10877377	oro162534	oro162534	feces metagenome	1861841	oro162534	PRJNA518082
SAMN10877378	oro162535	oro162535	feces metagenome	1861841	oro162535	PRJNA518082
SAMN10877379	oro162536	oro162536	feces metagenome	1861841	oro162536	PRJNA518082
SAMN10877380	oro162537	oro162537	feces metagenome	1861841	oro162537	PRJNA518082
SAMN10877381	oro162538	oro162538	feces metagenome	1861841	oro162538	PRJNA518082
SAMN10877382	oro162541	oro162541	feces metagenome	1861841	oro162541	PRJNA518082
SAMN10877383	oro162542	oro162542	feces metagenome	1861841	oro162542	PRJNA518082
SAMN10877384	oro162543	oro162543	feces metagenome	1861841	oro162543	PRJNA518082
SAMN10877385	oro162544	oro162544	feces metagenome	1861841	oro162544	PRJNA518082
SAMN10877386	oro162545	oro162545	feces metagenome	1861841	oro162545	PRJNA518082
SAMN10877387	oro162546	oro162546	feces metagenome	1861841	oro162546	PRJNA518082
SAMN10877388	oro162547	oro162547	feces metagenome	1861841	oro162547	PRJNA518082
SAMN10877389	oro162548	oro162548	feces metagenome	1861841	oro162548	PRJNA518082
SAMN10877390	oro162549	oro162549	feces metagenome	1861841	oro162549	PRJNA518082
SAMN10877391	oro162551	oro162551	feces metagenome	1861841	oro162551	PRJNA518082
SAMN10877392	oro162552	oro162552	feces metagenome	1861841	oro162552	PRJNA518082
SAMN10877393	oro162554	oro162554	feces metagenome	1861841	oro162554	PRJNA518082
SAMN10877394	oro162555	oro162555	feces metagenome	1861841	oro162555	PRJNA518082
SAMN10877395	oro162557	oro162557	feces metagenome	1861841	oro162557	PRJNA518082
SAMN10877396	oro162561	oro162561	feces metagenome	1861841	oro162561	PRJNA518082
SAMN10877397	oro162562	oro162562	feces metagenome	1861841	oro162562	PRJNA518082
SAMN10877398	oro162563	oro162563	feces metagenome	1861841	oro162563	PRJNA518082
SAMN10877399	oro162564	oro162564	feces metagenome	1861841	oro162564	PRJNA518082
SAMN10877400	oro162565	oro162565	feces metagenome	1861841	oro162565	PRJNA518082
SAMN10877401	oro162566	oro162566	feces metagenome	1861841	oro162566	PRJNA518082
SAMN10877402	oro162567	oro162567	feces metagenome	1861841	oro162567	PRJNA518082
SAMN10877403	oro162568	oro162568	feces metagenome	1861841	oro162568	PRJNA518082
SAMN10877404	oro162570	oro162570	feces metagenome	1861841	oro162570	PRJNA518082
SAMN10877405	oro162571	oro162571	feces metagenome	1861841	oro162571	PRJNA518082
SAMN10877406	oro162572	oro162572	feces metagenome	1861841	oro162572	PRJNA518082
SAMN10877407	oro162573	oro162573	feces metagenome	1861841	oro162573	PRJNA518082
SAMN10877408	oro162654	oro162654	feces metagenome	1861841	oro162654	PRJNA518082
SAMN10877409	oro162655	oro162655	feces metagenome	1861841	oro162655	PRJNA518082
SAMN10877410	oro162656	oro162656	feces metagenome	1861841	oro162656	PRJNA518082
SAMN10877411	oro162657	oro162657	feces metagenome	1861841	oro162657	PRJNA518082
SAMN10877412	oro162658	oro162658	feces metagenome	1861841	oro162658	PRJNA518082
SAMN10877413	oro162659	oro162659	feces metagenome	1861841	oro162659	PRJNA518082
SAMN10877414	oro162660	oro162660	feces metagenome	1861841	oro162660	PRJNA518082
SAMN10877415	oro162661	oro162661	feces metagenome	1861841	oro162661	PRJNA518082
SAMN10877416	oro162662	oro162662	feces metagenome	1861841	oro162662	PRJNA518082
SAMN10877417	oro162663	oro162663	feces metagenome	1861841	oro162663	PRJNA518082
SAMN10877418	oro162664	oro162664	feces metagenome	1861841	oro162664	PRJNA518082
SAMN10877419	oro162665	oro162665	feces metagenome	1861841	oro162665	PRJNA518082
SAMN10877420	oro162666	oro162666	feces metagenome	1861841	oro162666	PRJNA518082
SAMN10877421	oro162667	oro162667	feces metagenome	1861841	oro162667	PRJNA518082
SAMN10877422	oro162668	oro162668	feces metagenome	1861841	oro162668	PRJNA518082
SAMN10877423	oro162669	oro162669	feces metagenome	1861841	oro162669	PRJNA518082
SAMN10877424	oro162670	oro162670	feces metagenome	1861841	oro162670	PRJNA518082
SAMN10877425	oro162671	oro162671	feces metagenome	1861841	oro162671	PRJNA518082
SAMN10877426	oro162672	oro162672	feces metagenome	1861841	oro162672	PRJNA518082
SAMN10877427	oro162673	oro162673	feces metagenome	1861841	oro162673	PRJNA518082
SAMN10877428	oro162674	oro162674	feces metagenome	1861841	oro162674	PRJNA518082
SAMN10877429	oro162675	oro162675	feces metagenome	1861841	oro162675	PRJNA518082
SAMN10877430	oro162676	oro162676	feces metagenome	1861841	oro162676	PRJNA518082
SAMN10877431	oro162677	oro162677	feces metagenome	1861841	oro162677	PRJNA518082
SAMN10877432	oro162678	oro162678	feces metagenome	1861841	oro162678	PRJNA518082
SAMN10877433	oro162685	oro162685	feces metagenome	1861841	oro162685	PRJNA518082
SAMN10877434	oro162689	oro162689	feces metagenome	1861841	oro162689	PRJNA518082
SAMN10877435	oro162690	oro162690	feces metagenome	1861841	oro162690	PRJNA518082
SAMN10877436	oro162691	oro162691	feces metagenome	1861841	oro162691	PRJNA518082
SAMN10877437	oro162692	oro162692	feces metagenome	1861841	oro162692	PRJNA518082
SAMN10877438	oro162693	oro162693	feces metagenome	1861841	oro162693	PRJNA518082
SAMN10877439	oro162694	oro162694	feces metagenome	1861841	oro162694	PRJNA518082
SAMN10877440	oro162695	oro162695	feces metagenome	1861841	oro162695	PRJNA518082
SAMN10877441	oro162696	oro162696	feces metagenome	1861841	oro162696	PRJNA518082
SAMN10877442	oro162697	oro162697	feces metagenome	1861841	oro162697	PRJNA518082
SAMN10877443	oro162698	oro162698	feces metagenome	1861841	oro162698	PRJNA518082
SAMN10877444	oro162699	oro162699	feces metagenome	1861841	oro162699	PRJNA518082
SAMN10877445	oro162700	oro162700	feces metagenome	1861841	oro162700	PRJNA518082
SAMN10877446	oro162701	oro162701	feces metagenome	1861841	oro162701	PRJNA518082
SAMN10877447	oro162702	oro162702	feces metagenome	1861841	oro162702	PRJNA518082
SAMN10877448	oro162703	oro162703	feces metagenome	1861841	oro162703	PRJNA518082
SAMN10877449	oro162704	oro162704	feces metagenome	1861841	oro162704	PRJNA518082
SAMN10877450	oro162705	oro162705	feces metagenome	1861841	oro162705	PRJNA518082
SAMN10877451	oro162706	oro162706	feces metagenome	1861841	oro162706	PRJNA518082
SAMN10877452	oro162707	oro162707	feces metagenome	1861841	oro162707	PRJNA518082
SAMN10877453	oro162734	oro162734	feces metagenome	1861841	oro162734	PRJNA518082
SAMN10877454	oro162735	oro162735	feces metagenome	1861841	oro162735	PRJNA518082
SAMN10877455	oro162736	oro162736	feces metagenome	1861841	oro162736	PRJNA518082
SAMN10877456	oro162737	oro162737	feces metagenome	1861841	oro162737	PRJNA518082
SAMN10877457	oro162738	oro162738	feces metagenome	1861841	oro162738	PRJNA518082
SAMN10877458	oro162739	oro162739	feces metagenome	1861841	oro162739	PRJNA518082
SAMN10877459	oro162740	oro162740	feces metagenome	1861841	oro162740	PRJNA518082
SAMN10877460	oro162741	oro162741	feces metagenome	1861841	oro162741	PRJNA518082
SAMN10877461	oro162742	oro162742	feces metagenome	1861841	oro162742	PRJNA518082
SAMN10877462	oro162743	oro162743	feces metagenome	1861841	oro162743	PRJNA518082
SAMN10877463	oro162744	oro162744	feces metagenome	1861841	oro162744	PRJNA518082
SAMN10877464	oro162745	oro162745	feces metagenome	1861841	oro162745	PRJNA518082
SAMN10877465	oro162746	oro162746	feces metagenome	1861841	oro162746	PRJNA518082
SAMN10877466	oro162747	oro162747	feces metagenome	1861841	oro162747	PRJNA518082
SAMN10877467	oro162748	oro162748	feces metagenome	1861841	oro162748	PRJNA518082
SAMN10877468	oro162749	oro162749	feces metagenome	1861841	oro162749	PRJNA518082
SAMN10877469	oro162751	oro162751	feces metagenome	1861841	oro162751	PRJNA518082
SAMN10877470	oro162754	oro162754	feces metagenome	1861841	oro162754	PRJNA518082
SAMN10877471	oro162757	oro162757	feces metagenome	1861841	oro162757	PRJNA518082
SAMN10877472	oro162759	oro162759	feces metagenome	1861841	oro162759	PRJNA518082
SAMN10877473	oro162762	oro162762	feces metagenome	1861841	oro162762	PRJNA518082
SAMN10877474	oro162763	oro162763	feces metagenome	1861841	oro162763	PRJNA518082
SAMN10877475	oro162764	oro162764	feces metagenome	1861841	oro162764	PRJNA518082
SAMN10877476	oro162765	oro162765	feces metagenome	1861841	oro162765	PRJNA518082
SAMN10877477	oro162766	oro162766	feces metagenome	1861841	oro162766	PRJNA518082
SAMN10877478	oro162767	oro162767	feces metagenome	1861841	oro162767	PRJNA518082
SAMN10877479	oro162768	oro162768	feces metagenome	1861841	oro162768	PRJNA518082
SAMN10877480	oro162769	oro162769	feces metagenome	1861841	oro162769	PRJNA518082
SAMN10877481	oro162770	oro162770	feces metagenome	1861841	oro162770	PRJNA518082
SAMN10877482	oro162771	oro162771	feces metagenome	1861841	oro162771	PRJNA518082
SAMN10877483	oro162773	oro162773	feces metagenome	1861841	oro162773	PRJNA518082
SAMN10877484	oro162774	oro162774	feces metagenome	1861841	oro162774	PRJNA518082
SAMN10877485	oro162775	oro162775	feces metagenome	1861841	oro162775	PRJNA518082
SAMN10877486	oro162776	oro162776	feces metagenome	1861841	oro162776	PRJNA518082
SAMN10877487	oro162777	oro162777	feces metagenome	1861841	oro162777	PRJNA518082
SAMN10877488	oro162778	oro162778	feces metagenome	1861841	oro162778	PRJNA518082
SAMN10877489	oro162779	oro162779	feces metagenome	1861841	oro162779	PRJNA518082
SAMN10877490	oro162780	oro162780	feces metagenome	1861841	oro162780	PRJNA518082
SAMN10877491	oro162781	oro162781	feces metagenome	1861841	oro162781	PRJNA518082
SAMN10877492	oro162782	oro162782	feces metagenome	1861841	oro162782	PRJNA518082
SAMN10877493	oro162784	oro162784	feces metagenome	1861841	oro162784	PRJNA518082
SAMN10877494	oro162785	oro162785	feces metagenome	1861841	oro162785	PRJNA518082
SAMN10877495	oro162786	oro162786	feces metagenome	1861841	oro162786	PRJNA518082
SAMN10877496	oro162787	oro162787	feces metagenome	1861841	oro162787	PRJNA518082
SAMN10877497	oro162788	oro162788	feces metagenome	1861841	oro162788	PRJNA518082
SAMN10877498	oro162789	oro162789	feces metagenome	1861841	oro162789	PRJNA518082
SAMN10877499	oro162790	oro162790	feces metagenome	1861841	oro162790	PRJNA518082
SAMN10877500	oro162791	oro162791	feces metagenome	1861841	oro162791	PRJNA518082
SAMN10877501	oro162792	oro162792	feces metagenome	1861841	oro162792	PRJNA518082
SAMN10877502	oro162793	oro162793	feces metagenome	1861841	oro162793	PRJNA518082
SAMN10877503	oro162795	oro162795	feces metagenome	1861841	oro162795	PRJNA518082
SAMN10877504	oro162796	oro162796	feces metagenome	1861841	oro162796	PRJNA518082
SAMN10877505	oro162797	oro162797	feces metagenome	1861841	oro162797	PRJNA518082
SAMN10877506	oro162798	oro162798	feces metagenome	1861841	oro162798	PRJNA518082
SAMN10877507	oro162799	oro162799	feces metagenome	1861841	oro162799	PRJNA518082
SAMN10877508	oro162800	oro162800	feces metagenome	1861841	oro162800	PRJNA518082
SAMN10877509	oro162801	oro162801	feces metagenome	1861841	oro162801	PRJNA518082
SAMN10877510	oro162802	oro162802	feces metagenome	1861841	oro162802	PRJNA518082
SAMN10877511	oro162803	oro162803	feces metagenome	1861841	oro162803	PRJNA518082
SAMN10877512	oro162804	oro162804	feces metagenome	1861841	oro162804	PRJNA518082
SAMN10877513	oro162806	oro162806	feces metagenome	1861841	oro162806	PRJNA518082
SAMN10877514	oro162807	oro162807	feces metagenome	1861841	oro162807	PRJNA518082
SAMN10877515	oro162808	oro162808	feces metagenome	1861841	oro162808	PRJNA518082
SAMN10877516	oro162809	oro162809	feces metagenome	1861841	oro162809	PRJNA518082
SAMN10877517	oro162810	oro162810	feces metagenome	1861841	oro162810	PRJNA518082
SAMN10877518	oro162811	oro162811	feces metagenome	1861841	oro162811	PRJNA518082
SAMN10877519	oro162812	oro162812	feces metagenome	1861841	oro162812	PRJNA518082
SAMN10877520	oro162813	oro162813	feces metagenome	1861841	oro162813	PRJNA518082
SAMN10877521	oro162814	oro162814	feces metagenome	1861841	oro162814	PRJNA518082
SAMN10877522	oro162815	oro162815	feces metagenome	1861841	oro162815	PRJNA518082
SAMN10877523	oro162817	oro162817	feces metagenome	1861841	oro162817	PRJNA518082
SAMN10877524	oro162818	oro162818	feces metagenome	1861841	oro162818	PRJNA518082
SAMN10877525	oro162819	oro162819	feces metagenome	1861841	oro162819	PRJNA518082
SAMN10877526	oro162820	oro162820	feces metagenome	1861841	oro162820	PRJNA518082
SAMN10877527	oro162821	oro162821	feces metagenome	1861841	oro162821	PRJNA518082
SAMN10877528	oro162822	oro162822	feces metagenome	1861841	oro162822	PRJNA518082
SAMN10877529	oro162823	oro162823	feces metagenome	1861841	oro162823	PRJNA518082
SAMN10877530	oro162824	oro162824	feces metagenome	1861841	oro162824	PRJNA518082
SAMN10877531	oro162825	oro162825	feces metagenome	1861841	oro162825	PRJNA518082
SAMN10877532	oro162826	oro162826	feces metagenome	1861841	oro162826	PRJNA518082
SAMN10877533	oro162827	oro162827	feces metagenome	1861841	oro162827	PRJNA518082
SAMN10877534	oro162828	oro162828	feces metagenome	1861841	oro162828	PRJNA518082
SAMN10877535	oro162829	oro162829	feces metagenome	1861841	oro162829	PRJNA518082
SAMN10877536	oro162830	oro162830	feces metagenome	1861841	oro162830	PRJNA518082
SAMN10877537	oro162831	oro162831	feces metagenome	1861841	oro162831	PRJNA518082
SAMN10877538	oro162832	oro162832	feces metagenome	1861841	oro162832	PRJNA518082
SAMN10877539	oro162833	oro162833	feces metagenome	1861841	oro162833	PRJNA518082
SAMN10877540	negoro37B02	negoro37B02	feces metagenome	1861841	negoro37B02	PRJNA518082
SAMN10877541	negoro37F08	negoro37F08	feces metagenome	1861841	negoro37F08	PRJNA518082
SAMN10877542	negoro38A01	negoro38A01	feces metagenome	1861841	negoro38A01	PRJNA518082
SAMN10877543	negoro38B02	negoro38B02	feces metagenome	1861841	negoro38B02	PRJNA518082
SAMN10877544	negoro38D04	negoro38D04	feces metagenome	1861841	negoro38D04	PRJNA518082
SAMN10877545	negoro38E05	negoro38E05	feces metagenome	1861841	negoro38E05	PRJNA518082
SAMN10877546	negoro38F06	negoro38F06	feces metagenome	1861841	negoro38F06	PRJNA518082
SAMN10877547	negoro38G07	negoro38G07	feces metagenome	1861841	negoro38G07	PRJNA518082
SAMN10877548	negoro39A01	negoro39A01	feces metagenome	1861841	negoro39A01	PRJNA518082
SAMN10877549	negoro39B02	negoro39B02	feces metagenome	1861841	negoro39B02	PRJNA518082
SAMN10877550	negoro39D04	negoro39D04	feces metagenome	1861841	negoro39D04	PRJNA518082
SAMN10877551	negoro39E05	negoro39E05	feces metagenome	1861841	negoro39E05	PRJNA518082
SAMN10877552	negoro39F06	negoro39F06	feces metagenome	1861841	negoro39F06	PRJNA518082
SAMN10877553	negoro40B02	negoro40B02	feces metagenome	1861841	negoro40B02	PRJNA518082
SAMN10877554	negoro40C03	negoro40C03	feces metagenome	1861841	negoro40C03	PRJNA518082
SAMN10877555	negoro40D04	negoro40D04	feces metagenome	1861841	negoro40D04	PRJNA518082
SAMN10877556	negoro40E05	negoro40E05	feces metagenome	1861841	negoro40E05	PRJNA518082
SAMN10877557	negoro40F06	negoro40F06	feces metagenome	1861841	negoro40F06	PRJNA518082
SAMN10877558	negoro40G07	negoro40G07	feces metagenome	1861841	negoro40G07	PRJNA518082
SAMN10877559	negoro40H08	negoro40H08	feces metagenome	1861841	negoro40H08	PRJNA518082
SAMN10877560	negoro40H09	negoro40H09	feces metagenome	1861841	negoro40H09	PRJNA518082
SAMN10877561	negoro40H10	negoro40H10	feces metagenome	1861841	negoro40H10	PRJNA518082
SAMN10877562	negoro40H11	negoro40H11	feces metagenome	1861841	negoro40H11	PRJNA518082
SAMN10877563	oro164234	oro164234	feces metagenome	1861841	oro164234	PRJNA518082
SAMN10877564	oro164235	oro164235	feces metagenome	1861841	oro164235	PRJNA518082
SAMN10877565	oro164236	oro164236	feces metagenome	1861841	oro164236	PRJNA518082
SAMN10877566	oro164239	oro164239	feces metagenome	1861841	oro164239	PRJNA518082
SAMN10877567	oro164240	oro164240	feces metagenome	1861841	oro164240	PRJNA518082
SAMN10877568	oro164241	oro164241	feces metagenome	1861841	oro164241	PRJNA518082
SAMN10877569	oro164242	oro164242	feces metagenome	1861841	oro164242	PRJNA518082
SAMN10877570	oro164243	oro164243	feces metagenome	1861841	oro164243	PRJNA518082
SAMN10877571	oro164244	oro164244	feces metagenome	1861841	oro164244	PRJNA518082
SAMN10877572	oro164245	oro164245	feces metagenome	1861841	oro164245	PRJNA518082
SAMN10877573	oro164246	oro164246	feces metagenome	1861841	oro164246	PRJNA518082
SAMN10877574	oro164247	oro164247	feces metagenome	1861841	oro164247	PRJNA518082
SAMN10877575	oro164248	oro164248	feces metagenome	1861841	oro164248	PRJNA518082
SAMN10877576	oro164250	oro164250	feces metagenome	1861841	oro164250	PRJNA518082
SAMN10877577	oro164251	oro164251	feces metagenome	1861841	oro164251	PRJNA518082
SAMN10877578	oro164252	oro164252	feces metagenome	1861841	oro164252	PRJNA518082
SAMN10877579	oro164253	oro164253	feces metagenome	1861841	oro164253	PRJNA518082
SAMN10877580	oro164254	oro164254	feces metagenome	1861841	oro164254	PRJNA518082
SAMN10877581	oro164255	oro164255	feces metagenome	1861841	oro164255	PRJNA518082
SAMN10877582	oro164256	oro164256	feces metagenome	1861841	oro164256	PRJNA518082
SAMN10877583	oro164257	oro164257	feces metagenome	1861841	oro164257	PRJNA518082
SAMN10877584	oro164258	oro164258	feces metagenome	1861841	oro164258	PRJNA518082
SAMN10877585	oro164259	oro164259	feces metagenome	1861841	oro164259	PRJNA518082
SAMN10877586	oro164261	oro164261	feces metagenome	1861841	oro164261	PRJNA518082
SAMN10877587	oro164262	oro164262	feces metagenome	1861841	oro164262	PRJNA518082
SAMN10877588	oro164263	oro164263	feces metagenome	1861841	oro164263	PRJNA518082
SAMN10877589	oro164264	oro164264	feces metagenome	1861841	oro164264	PRJNA518082
SAMN10877590	oro164265	oro164265	feces metagenome	1861841	oro164265	PRJNA518082
SAMN10877591	oro164266	oro164266	feces metagenome	1861841	oro164266	PRJNA518082
SAMN10877592	oro164267	oro164267	feces metagenome	1861841	oro164267	PRJNA518082
SAMN10877593	oro164268	oro164268	feces metagenome	1861841	oro164268	PRJNA518082
