Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10876850	oro162850	oro162850	feces metagenome	1861841	oro162850	PRJNA518082
SAMN10876851	oro162852	oro162852	feces metagenome	1861841	oro162852	PRJNA518082
SAMN10876852	oro162853	oro162853	feces metagenome	1861841	oro162853	PRJNA518082
SAMN10876853	oro162855	oro162855	feces metagenome	1861841	oro162855	PRJNA518082
SAMN10876854	oro162856	oro162856	feces metagenome	1861841	oro162856	PRJNA518082
SAMN10876855	oro162857	oro162857	feces metagenome	1861841	oro162857	PRJNA518082
SAMN10876856	oro162859	oro162859	feces metagenome	1861841	oro162859	PRJNA518082
SAMN10876857	oro162860	oro162860	feces metagenome	1861841	oro162860	PRJNA518082
SAMN10876858	oro162862	oro162862	feces metagenome	1861841	oro162862	PRJNA518082
SAMN10876859	oro162863	oro162863	feces metagenome	1861841	oro162863	PRJNA518082
SAMN10876860	oro162865	oro162865	feces metagenome	1861841	oro162865	PRJNA518082
SAMN10876861	oro162866	oro162866	feces metagenome	1861841	oro162866	PRJNA518082
SAMN10876862	oro162867	oro162867	feces metagenome	1861841	oro162867	PRJNA518082
SAMN10876863	oro162868	oro162868	feces metagenome	1861841	oro162868	PRJNA518082
SAMN10876864	oro162869	oro162869	feces metagenome	1861841	oro162869	PRJNA518082
SAMN10876865	oro162871	oro162871	feces metagenome	1861841	oro162871	PRJNA518082
SAMN10876866	oro162872	oro162872	feces metagenome	1861841	oro162872	PRJNA518082
SAMN10876867	oro162873	oro162873	feces metagenome	1861841	oro162873	PRJNA518082
SAMN10876868	oro162874	oro162874	feces metagenome	1861841	oro162874	PRJNA518082
SAMN10876869	oro162875	oro162875	feces metagenome	1861841	oro162875	PRJNA518082
SAMN10876870	oro162876	oro162876	feces metagenome	1861841	oro162876	PRJNA518082
SAMN10876871	oro162877	oro162877	feces metagenome	1861841	oro162877	PRJNA518082
SAMN10876872	oro162878	oro162878	feces metagenome	1861841	oro162878	PRJNA518082
SAMN10876873	oro162881	oro162881	feces metagenome	1861841	oro162881	PRJNA518082
SAMN10876874	oro162882	oro162882	feces metagenome	1861841	oro162882	PRJNA518082
SAMN10876875	oro162939	oro162939	feces metagenome	1861841	oro162939	PRJNA518082
SAMN10876876	oro162944	oro162944	feces metagenome	1861841	oro162944	PRJNA518082
SAMN10876877	oro162951	oro162951	feces metagenome	1861841	oro162951	PRJNA518082
SAMN10876878	oro162955	oro162955	feces metagenome	1861841	oro162955	PRJNA518082
SAMN10876879	oro162956	oro162956	feces metagenome	1861841	oro162956	PRJNA518082
SAMN10876880	oro162962	oro162962	feces metagenome	1861841	oro162962	PRJNA518082
SAMN10876881	oro162963	oro162963	feces metagenome	1861841	oro162963	PRJNA518082
SAMN10876882	oro162967	oro162967	feces metagenome	1861841	oro162967	PRJNA518082
SAMN10876883	oro162968	oro162968	feces metagenome	1861841	oro162968	PRJNA518082
SAMN10876884	oro162969	oro162969	feces metagenome	1861841	oro162969	PRJNA518082
SAMN10876885	oro162974	oro162974	feces metagenome	1861841	oro162974	PRJNA518082
SAMN10876886	oro162975	oro162975	feces metagenome	1861841	oro162975	PRJNA518082
SAMN10876887	oro162980	oro162980	feces metagenome	1861841	oro162980	PRJNA518082
SAMN10876888	oro162981	oro162981	feces metagenome	1861841	oro162981	PRJNA518082
SAMN10876889	negoro30B02	negoro30B02	feces metagenome	1861841	negoro30B02	PRJNA518082
SAMN10876890	negoro30D04	negoro30D04	feces metagenome	1861841	negoro30D04	PRJNA518082
SAMN10876891	negoro30E05	negoro30E05	feces metagenome	1861841	negoro30E05	PRJNA518082
SAMN10876892	negoro30G07	negoro30G07	feces metagenome	1861841	negoro30G07	PRJNA518082
SAMN10876893	oro163151mas	oro163151mas	feces metagenome	1861841	oro163151mas	PRJNA518082
SAMN10876894	oro163192	oro163192	feces metagenome	1861841	oro163192	PRJNA518082
SAMN10876895	oro163194	oro163194	feces metagenome	1861841	oro163194	PRJNA518082
SAMN10876896	oro163195	oro163195	feces metagenome	1861841	oro163195	PRJNA518082
SAMN10876897	oro163196	oro163196	feces metagenome	1861841	oro163196	PRJNA518082
SAMN10876898	oro163197	oro163197	feces metagenome	1861841	oro163197	PRJNA518082
SAMN10876899	negoro31A01	negoro31A01	feces metagenome	1861841	negoro31A01	PRJNA518082
SAMN10876900	negoro31B02	negoro31B02	feces metagenome	1861841	negoro31B02	PRJNA518082
SAMN10876901	negoro31D04	negoro31D04	feces metagenome	1861841	negoro31D04	PRJNA518082
SAMN10876902	negoro31G07	negoro31G07	feces metagenome	1861841	negoro31G07	PRJNA518082
SAMN10876903	oro163201	oro163201	feces metagenome	1861841	oro163201	PRJNA518082
SAMN10876904	oro163202	oro163202	feces metagenome	1861841	oro163202	PRJNA518082
SAMN10876905	oro163203	oro163203	feces metagenome	1861841	oro163203	PRJNA518082
SAMN10876906	oro163204	oro163204	feces metagenome	1861841	oro163204	PRJNA518082
SAMN10876907	oro163206	oro163206	feces metagenome	1861841	oro163206	PRJNA518082
SAMN10876908	oro163207	oro163207	feces metagenome	1861841	oro163207	PRJNA518082
SAMN10876909	oro163208	oro163208	feces metagenome	1861841	oro163208	PRJNA518082
SAMN10876910	oro163209	oro163209	feces metagenome	1861841	oro163209	PRJNA518082
SAMN10876911	oro163212	oro163212	feces metagenome	1861841	oro163212	PRJNA518082
SAMN10876912	oro163213	oro163213	feces metagenome	1861841	oro163213	PRJNA518082
SAMN10876913	oro163214	oro163214	feces metagenome	1861841	oro163214	PRJNA518082
SAMN10876914	oro163215	oro163215	feces metagenome	1861841	oro163215	PRJNA518082
SAMN10876915	oro163217	oro163217	feces metagenome	1861841	oro163217	PRJNA518082
SAMN10876916	oro163218	oro163218	feces metagenome	1861841	oro163218	PRJNA518082
SAMN10876917	oro163219	oro163219	feces metagenome	1861841	oro163219	PRJNA518082
SAMN10876918	oro163220	oro163220	feces metagenome	1861841	oro163220	PRJNA518082
SAMN10876919	oro163221	oro163221	feces metagenome	1861841	oro163221	PRJNA518082
SAMN10876920	oro163222	oro163222	feces metagenome	1861841	oro163222	PRJNA518082
SAMN10876921	oro163223	oro163223	feces metagenome	1861841	oro163223	PRJNA518082
SAMN10876922	oro163224	oro163224	feces metagenome	1861841	oro163224	PRJNA518082
SAMN10876923	oro163225	oro163225	feces metagenome	1861841	oro163225	PRJNA518082
SAMN10876924	oro163226	oro163226	feces metagenome	1861841	oro163226	PRJNA518082
SAMN10876925	oro163227	oro163227	feces metagenome	1861841	oro163227	PRJNA518082
SAMN10876926	oro163228	oro163228	feces metagenome	1861841	oro163228	PRJNA518082
SAMN10876927	oro163229	oro163229	feces metagenome	1861841	oro163229	PRJNA518082
SAMN10876928	oro163230	oro163230	feces metagenome	1861841	oro163230	PRJNA518082
SAMN10876929	oro163231	oro163231	feces metagenome	1861841	oro163231	PRJNA518082
SAMN10876930	oro163232	oro163232	feces metagenome	1861841	oro163232	PRJNA518082
SAMN10876931	oro163233	oro163233	feces metagenome	1861841	oro163233	PRJNA518082
SAMN10876932	oro163234	oro163234	feces metagenome	1861841	oro163234	PRJNA518082
SAMN10876933	oro163235	oro163235	feces metagenome	1861841	oro163235	PRJNA518082
SAMN10876934	oro163236	oro163236	feces metagenome	1861841	oro163236	PRJNA518082
SAMN10876935	oro163237	oro163237	feces metagenome	1861841	oro163237	PRJNA518082
SAMN10876936	oro163238	oro163238	feces metagenome	1861841	oro163238	PRJNA518082
SAMN10876937	oro163239	oro163239	feces metagenome	1861841	oro163239	PRJNA518082
SAMN10876938	oro163240	oro163240	feces metagenome	1861841	oro163240	PRJNA518082
SAMN10876939	oro163241	oro163241	feces metagenome	1861841	oro163241	PRJNA518082
SAMN10876940	oro163242	oro163242	feces metagenome	1861841	oro163242	PRJNA518082
SAMN10876941	oro163243	oro163243	feces metagenome	1861841	oro163243	PRJNA518082
SAMN10876942	oro163244	oro163244	feces metagenome	1861841	oro163244	PRJNA518082
SAMN10876943	oro163245	oro163245	feces metagenome	1861841	oro163245	PRJNA518082
SAMN10876944	oro163247	oro163247	feces metagenome	1861841	oro163247	PRJNA518082
SAMN10876945	oro163251	oro163251	feces metagenome	1861841	oro163251	PRJNA518082
SAMN10876946	oro163253	oro163253	feces metagenome	1861841	oro163253	PRJNA518082
SAMN10876947	oro163257	oro163257	feces metagenome	1861841	oro163257	PRJNA518082
SAMN10876948	oro163261	oro163261	feces metagenome	1861841	oro163261	PRJNA518082
SAMN10876949	oro163262	oro163262	feces metagenome	1861841	oro163262	PRJNA518082
SAMN10876950	oro163263	oro163263	feces metagenome	1861841	oro163263	PRJNA518082
SAMN10876951	oro163264	oro163264	feces metagenome	1861841	oro163264	PRJNA518082
SAMN10876952	oro163265	oro163265	feces metagenome	1861841	oro163265	PRJNA518082
SAMN10876953	oro163266	oro163266	feces metagenome	1861841	oro163266	PRJNA518082
SAMN10876954	oro163267	oro163267	feces metagenome	1861841	oro163267	PRJNA518082
SAMN10876955	oro163268	oro163268	feces metagenome	1861841	oro163268	PRJNA518082
SAMN10876956	oro163269	oro163269	feces metagenome	1861841	oro163269	PRJNA518082
SAMN10876957	oro163270	oro163270	feces metagenome	1861841	oro163270	PRJNA518082
SAMN10876958	oro163271	oro163271	feces metagenome	1861841	oro163271	PRJNA518082
SAMN10876959	oro163272	oro163272	feces metagenome	1861841	oro163272	PRJNA518082
SAMN10876960	oro163273	oro163273	feces metagenome	1861841	oro163273	PRJNA518082
SAMN10876961	oro163274	oro163274	feces metagenome	1861841	oro163274	PRJNA518082
SAMN10876962	oro163275	oro163275	feces metagenome	1861841	oro163275	PRJNA518082
SAMN10876963	oro163276	oro163276	feces metagenome	1861841	oro163276	PRJNA518082
SAMN10876964	oro163278	oro163278	feces metagenome	1861841	oro163278	PRJNA518082
SAMN10876965	oro163279	oro163279	feces metagenome	1861841	oro163279	PRJNA518082
SAMN10876966	oro163280	oro163280	feces metagenome	1861841	oro163280	PRJNA518082
SAMN10876967	oro163281	oro163281	feces metagenome	1861841	oro163281	PRJNA518082
SAMN10876968	negoro32A01	negoro32A01	feces metagenome	1861841	negoro32A01	PRJNA518082
SAMN10876969	negoro32B02	negoro32B02	feces metagenome	1861841	negoro32B02	PRJNA518082
SAMN10876970	negoro32D04	negoro32D04	feces metagenome	1861841	negoro32D04	PRJNA518082
SAMN10876971	negoro32E05	negoro32E05	feces metagenome	1861841	negoro32E05	PRJNA518082
SAMN10876972	negoro32F06	negoro32F06	feces metagenome	1861841	negoro32F06	PRJNA518082
SAMN10876973	oro163390	oro163390	feces metagenome	1861841	oro163390	PRJNA518082
SAMN10876974	oro163391	oro163391	feces metagenome	1861841	oro163391	PRJNA518082
SAMN10876975	oro163392	oro163392	feces metagenome	1861841	oro163392	PRJNA518082
SAMN10876976	oro163393	oro163393	feces metagenome	1861841	oro163393	PRJNA518082
SAMN10876977	oro163394	oro163394	feces metagenome	1861841	oro163394	PRJNA518082
SAMN10876978	oro163395	oro163395	feces metagenome	1861841	oro163395	PRJNA518082
SAMN10876979	oro163396	oro163396	feces metagenome	1861841	oro163396	PRJNA518082
SAMN10876980	oro163397	oro163397	feces metagenome	1861841	oro163397	PRJNA518082
SAMN10876981	oro163398	oro163398	feces metagenome	1861841	oro163398	PRJNA518082
SAMN10876982	oro163399	oro163399	feces metagenome	1861841	oro163399	PRJNA518082
SAMN10876983	negoro33B02	negoro33B02	feces metagenome	1861841	negoro33B02	PRJNA518082
SAMN10876984	negoro33C03	negoro33C03	feces metagenome	1861841	negoro33C03	PRJNA518082
SAMN10876985	negoro33D04	negoro33D04	feces metagenome	1861841	negoro33D04	PRJNA518082
SAMN10876986	negoro33E05	negoro33E05	feces metagenome	1861841	negoro33E05	PRJNA518082
SAMN10876987	negoro33F06	negoro33F06	feces metagenome	1861841	negoro33F06	PRJNA518082
SAMN10876988	negoro33G07	negoro33G07	feces metagenome	1861841	negoro33G07	PRJNA518082
SAMN10876989	oro163401	oro163401	feces metagenome	1861841	oro163401	PRJNA518082
SAMN10876990	oro163402	oro163402	feces metagenome	1861841	oro163402	PRJNA518082
SAMN10876991	oro163403	oro163403	feces metagenome	1861841	oro163403	PRJNA518082
SAMN10876992	oro163404	oro163404	feces metagenome	1861841	oro163404	PRJNA518082
SAMN10876993	oro163405	oro163405	feces metagenome	1861841	oro163405	PRJNA518082
SAMN10876994	oro163406	oro163406	feces metagenome	1861841	oro163406	PRJNA518082
SAMN10876995	oro163408	oro163408	feces metagenome	1861841	oro163408	PRJNA518082
SAMN10876996	oro163409	oro163409	feces metagenome	1861841	oro163409	PRJNA518082
SAMN10876997	oro163410	oro163410	feces metagenome	1861841	oro163410	PRJNA518082
SAMN10876998	oro163412	oro163412	feces metagenome	1861841	oro163412	PRJNA518082
SAMN10876999	oro163413	oro163413	feces metagenome	1861841	oro163413	PRJNA518082
SAMN10877000	oro163414	oro163414	feces metagenome	1861841	oro163414	PRJNA518082
SAMN10877001	oro163415	oro163415	feces metagenome	1861841	oro163415	PRJNA518082
SAMN10877002	oro163416	oro163416	feces metagenome	1861841	oro163416	PRJNA518082
SAMN10877003	oro163417	oro163417	feces metagenome	1861841	oro163417	PRJNA518082
SAMN10877004	oro163420	oro163420	feces metagenome	1861841	oro163420	PRJNA518082
SAMN10877005	oro163421	oro163421	feces metagenome	1861841	oro163421	PRJNA518082
SAMN10877006	oro163423	oro163423	feces metagenome	1861841	oro163423	PRJNA518082
SAMN10877007	oro163424	oro163424	feces metagenome	1861841	oro163424	PRJNA518082
SAMN10877008	oro163425	oro163425	feces metagenome	1861841	oro163425	PRJNA518082
SAMN10877009	oro163426	oro163426	feces metagenome	1861841	oro163426	PRJNA518082
SAMN10877010	oro163427	oro163427	feces metagenome	1861841	oro163427	PRJNA518082
SAMN10877011	oro163428	oro163428	feces metagenome	1861841	oro163428	PRJNA518082
SAMN10877012	oro163430	oro163430	feces metagenome	1861841	oro163430	PRJNA518082
SAMN10877013	oro163431	oro163431	feces metagenome	1861841	oro163431	PRJNA518082
SAMN10877014	oro163432	oro163432	feces metagenome	1861841	oro163432	PRJNA518082
SAMN10877015	oro163433	oro163433	feces metagenome	1861841	oro163433	PRJNA518082
SAMN10877016	oro163434	oro163434	feces metagenome	1861841	oro163434	PRJNA518082
SAMN10877017	oro163435	oro163435	feces metagenome	1861841	oro163435	PRJNA518082
SAMN10877018	oro163436	oro163436	feces metagenome	1861841	oro163436	PRJNA518082
SAMN10877019	oro163437	oro163437	feces metagenome	1861841	oro163437	PRJNA518082
SAMN10877020	oro163438	oro163438	feces metagenome	1861841	oro163438	PRJNA518082
SAMN10877021	oro163439	oro163439	feces metagenome	1861841	oro163439	PRJNA518082
SAMN10877022	oro163440	oro163440	feces metagenome	1861841	oro163440	PRJNA518082
SAMN10877023	oro163441	oro163441	feces metagenome	1861841	oro163441	PRJNA518082
SAMN10877024	oro163442	oro163442	feces metagenome	1861841	oro163442	PRJNA518082
SAMN10877025	oro163443	oro163443	feces metagenome	1861841	oro163443	PRJNA518082
SAMN10877026	oro163445	oro163445	feces metagenome	1861841	oro163445	PRJNA518082
SAMN10877027	oro163446	oro163446	feces metagenome	1861841	oro163446	PRJNA518082
SAMN10877028	oro163447	oro163447	feces metagenome	1861841	oro163447	PRJNA518082
SAMN10877029	oro163448	oro163448	feces metagenome	1861841	oro163448	PRJNA518082
SAMN10877030	oro163449	oro163449	feces metagenome	1861841	oro163449	PRJNA518082
SAMN10877031	oro163450	oro163450	feces metagenome	1861841	oro163450	PRJNA518082
SAMN10877032	oro163451	oro163451	feces metagenome	1861841	oro163451	PRJNA518082
SAMN10877033	oro163453	oro163453	feces metagenome	1861841	oro163453	PRJNA518082
SAMN10877034	oro163454	oro163454	feces metagenome	1861841	oro163454	PRJNA518082
SAMN10877035	oro163455	oro163455	feces metagenome	1861841	oro163455	PRJNA518082
SAMN10877036	oro163457	oro163457	feces metagenome	1861841	oro163457	PRJNA518082
SAMN10877037	oro163458	oro163458	feces metagenome	1861841	oro163458	PRJNA518082
SAMN10877038	oro163459	oro163459	feces metagenome	1861841	oro163459	PRJNA518082
SAMN10877039	oro163460	oro163460	feces metagenome	1861841	oro163460	PRJNA518082
SAMN10877040	oro163461	oro163461	feces metagenome	1861841	oro163461	PRJNA518082
SAMN10877041	oro163462	oro163462	feces metagenome	1861841	oro163462	PRJNA518082
SAMN10877042	oro163464	oro163464	feces metagenome	1861841	oro163464	PRJNA518082
SAMN10877043	oro163465	oro163465	feces metagenome	1861841	oro163465	PRJNA518082
SAMN10877044	oro163467	oro163467	feces metagenome	1861841	oro163467	PRJNA518082
SAMN10877045	oro163468	oro163468	feces metagenome	1861841	oro163468	PRJNA518082
SAMN10877046	oro163469	oro163469	feces metagenome	1861841	oro163469	PRJNA518082
SAMN10877047	oro163470	oro163470	feces metagenome	1861841	oro163470	PRJNA518082
SAMN10877048	oro163471	oro163471	feces metagenome	1861841	oro163471	PRJNA518082
SAMN10877049	oro163472	oro163472	feces metagenome	1861841	oro163472	PRJNA518082
SAMN10877050	oro163473	oro163473	feces metagenome	1861841	oro163473	PRJNA518082
SAMN10877051	oro163475	oro163475	feces metagenome	1861841	oro163475	PRJNA518082
SAMN10877052	oro163479	oro163479	feces metagenome	1861841	oro163479	PRJNA518082
SAMN10877053	oro163480	oro163480	feces metagenome	1861841	oro163480	PRJNA518082
SAMN10877054	oro163481	oro163481	feces metagenome	1861841	oro163481	PRJNA518082
SAMN10877055	oro163482	oro163482	feces metagenome	1861841	oro163482	PRJNA518082
SAMN10877056	oro163483	oro163483	feces metagenome	1861841	oro163483	PRJNA518082
SAMN10877057	oro163484	oro163484	feces metagenome	1861841	oro163484	PRJNA518082
SAMN10877058	oro163485	oro163485	feces metagenome	1861841	oro163485	PRJNA518082
SAMN10877059	oro163486	oro163486	feces metagenome	1861841	oro163486	PRJNA518082
SAMN10877060	oro163488	oro163488	feces metagenome	1861841	oro163488	PRJNA518082
SAMN10877061	oro163489	oro163489	feces metagenome	1861841	oro163489	PRJNA518082
SAMN10877062	oro163490	oro163490	feces metagenome	1861841	oro163490	PRJNA518082
SAMN10877063	oro163491	oro163491	feces metagenome	1861841	oro163491	PRJNA518082
SAMN10877064	oro163492	oro163492	feces metagenome	1861841	oro163492	PRJNA518082
SAMN10877065	oro163493	oro163493	feces metagenome	1861841	oro163493	PRJNA518082
SAMN10877066	oro163494	oro163494	feces metagenome	1861841	oro163494	PRJNA518082
SAMN10877067	oro163495	oro163495	feces metagenome	1861841	oro163495	PRJNA518082
SAMN10877068	oro163496	oro163496	feces metagenome	1861841	oro163496	PRJNA518082
SAMN10877069	oro163497	oro163497	feces metagenome	1861841	oro163497	PRJNA518082
SAMN10877070	oro163498	oro163498	feces metagenome	1861841	oro163498	PRJNA518082
SAMN10877071	negoro34A01	negoro34A01	feces metagenome	1861841	negoro34A01	PRJNA518082
SAMN10877072	negoro34B02	negoro34B02	feces metagenome	1861841	negoro34B02	PRJNA518082
SAMN10877073	negoro34D04	negoro34D04	feces metagenome	1861841	negoro34D04	PRJNA518082
SAMN10877074	negoro34E05	negoro34E05	feces metagenome	1861841	negoro34E05	PRJNA518082
SAMN10877075	negoro34F06	negoro34F06	feces metagenome	1861841	negoro34F06	PRJNA518082
SAMN10877076	negoro34G07	negoro34G07	feces metagenome	1861841	negoro34G07	PRJNA518082
SAMN10877077	negoro34H08	negoro34H08	feces metagenome	1861841	negoro34H08	PRJNA518082
SAMN10877078	oro163500	oro163500	feces metagenome	1861841	oro163500	PRJNA518082
SAMN10877079	oro163501	oro163501	feces metagenome	1861841	oro163501	PRJNA518082
SAMN10877080	oro163502	oro163502	feces metagenome	1861841	oro163502	PRJNA518082
SAMN10877081	oro163503	oro163503	feces metagenome	1861841	oro163503	PRJNA518082
SAMN10877082	oro163504	oro163504	feces metagenome	1861841	oro163504	PRJNA518082
SAMN10877083	oro163506	oro163506	feces metagenome	1861841	oro163506	PRJNA518082
SAMN10877084	oro163507	oro163507	feces metagenome	1861841	oro163507	PRJNA518082
SAMN10877085	oro163508	oro163508	feces metagenome	1861841	oro163508	PRJNA518082
SAMN10877086	oro163509	oro163509	feces metagenome	1861841	oro163509	PRJNA518082
SAMN10877087	oro163510	oro163510	feces metagenome	1861841	oro163510	PRJNA518082
SAMN10877088	oro163511	oro163511	feces metagenome	1861841	oro163511	PRJNA518082
SAMN10877089	oro163512	oro163512	feces metagenome	1861841	oro163512	PRJNA518082
SAMN10877090	oro163513	oro163513	feces metagenome	1861841	oro163513	PRJNA518082
SAMN10877091	oro163514	oro163514	feces metagenome	1861841	oro163514	PRJNA518082
SAMN10877092	oro163515	oro163515	feces metagenome	1861841	oro163515	PRJNA518082
SAMN10877093	oro163516	oro163516	feces metagenome	1861841	oro163516	PRJNA518082
SAMN10877094	oro163517	oro163517	feces metagenome	1861841	oro163517	PRJNA518082
SAMN10877095	oro163518	oro163518	feces metagenome	1861841	oro163518	PRJNA518082
SAMN10877096	oro163519	oro163519	feces metagenome	1861841	oro163519	PRJNA518082
SAMN10877097	oro163522	oro163522	feces metagenome	1861841	oro163522	PRJNA518082
SAMN10877098	oro163524	oro163524	feces metagenome	1861841	oro163524	PRJNA518082
SAMN10877099	oro163525	oro163525	feces metagenome	1861841	oro163525	PRJNA518082
SAMN10877100	oro163526	oro163526	feces metagenome	1861841	oro163526	PRJNA518082
SAMN10877101	oro163527	oro163527	feces metagenome	1861841	oro163527	PRJNA518082
SAMN10877102	oro163528	oro163528	feces metagenome	1861841	oro163528	PRJNA518082
SAMN10877103	oro163529	oro163529	feces metagenome	1861841	oro163529	PRJNA518082
SAMN10877104	oro163530	oro163530	feces metagenome	1861841	oro163530	PRJNA518082
SAMN10877105	oro163531	oro163531	feces metagenome	1861841	oro163531	PRJNA518082
SAMN10877106	oro163533	oro163533	feces metagenome	1861841	oro163533	PRJNA518082
SAMN10877107	oro163537	oro163537	feces metagenome	1861841	oro163537	PRJNA518082
SAMN10877108	oro163538	oro163538	feces metagenome	1861841	oro163538	PRJNA518082
SAMN10877109	oro163539	oro163539	feces metagenome	1861841	oro163539	PRJNA518082
SAMN10877110	oro163540	oro163540	feces metagenome	1861841	oro163540	PRJNA518082
SAMN10877111	oro163541	oro163541	feces metagenome	1861841	oro163541	PRJNA518082
SAMN10877112	oro163543	oro163543	feces metagenome	1861841	oro163543	PRJNA518082
SAMN10877113	oro163544	oro163544	feces metagenome	1861841	oro163544	PRJNA518082
SAMN10877114	oro163545	oro163545	feces metagenome	1861841	oro163545	PRJNA518082
SAMN10877115	oro163546	oro163546	feces metagenome	1861841	oro163546	PRJNA518082
SAMN10877116	oro163547	oro163547	feces metagenome	1861841	oro163547	PRJNA518082
SAMN10877117	oro163549	oro163549	feces metagenome	1861841	oro163549	PRJNA518082
SAMN10877118	oro163550	oro163550	feces metagenome	1861841	oro163550	PRJNA518082
SAMN10877119	oro163552	oro163552	feces metagenome	1861841	oro163552	PRJNA518082
SAMN10877120	oro163553	oro163553	feces metagenome	1861841	oro163553	PRJNA518082
SAMN10877121	oro163554	oro163554	feces metagenome	1861841	oro163554	PRJNA518082
SAMN10877122	oro163555	oro163555	feces metagenome	1861841	oro163555	PRJNA518082
SAMN10877123	oro163557	oro163557	feces metagenome	1861841	oro163557	PRJNA518082
SAMN10877124	oro163558	oro163558	feces metagenome	1861841	oro163558	PRJNA518082
SAMN10877125	oro163559	oro163559	feces metagenome	1861841	oro163559	PRJNA518082
SAMN10877126	oro163560	oro163560	feces metagenome	1861841	oro163560	PRJNA518082
SAMN10877127	oro163561	oro163561	feces metagenome	1861841	oro163561	PRJNA518082
SAMN10877128	oro163562	oro163562	feces metagenome	1861841	oro163562	PRJNA518082
SAMN10877129	oro163563	oro163563	feces metagenome	1861841	oro163563	PRJNA518082
SAMN10877130	oro163565	oro163565	feces metagenome	1861841	oro163565	PRJNA518082
SAMN10877131	oro163566	oro163566	feces metagenome	1861841	oro163566	PRJNA518082
SAMN10877132	oro163567	oro163567	feces metagenome	1861841	oro163567	PRJNA518082
SAMN10877133	oro163568	oro163568	feces metagenome	1861841	oro163568	PRJNA518082
SAMN10877134	oro163569	oro163569	feces metagenome	1861841	oro163569	PRJNA518082
SAMN10877135	oro163570	oro163570	feces metagenome	1861841	oro163570	PRJNA518082
SAMN10877136	oro163571	oro163571	feces metagenome	1861841	oro163571	PRJNA518082
SAMN10877137	oro163572a	oro163572a	feces metagenome	1861841	oro163572a	PRJNA518082
SAMN10877138	oro163573	oro163573	feces metagenome	1861841	oro163573	PRJNA518082
SAMN10877139	oro163575	oro163575	feces metagenome	1861841	oro163575	PRJNA518082
SAMN10877140	oro163576	oro163576	feces metagenome	1861841	oro163576	PRJNA518082
SAMN10877141	oro163577	oro163577	feces metagenome	1861841	oro163577	PRJNA518082
SAMN10877142	oro163578	oro163578	feces metagenome	1861841	oro163578	PRJNA518082
SAMN10877143	oro163579	oro163579	feces metagenome	1861841	oro163579	PRJNA518082
SAMN10877144	oro163580	oro163580	feces metagenome	1861841	oro163580	PRJNA518082
