Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10875861	oro161140	oro161140	feces metagenome	1861841	oro161140	PRJNA518082
SAMN10875862	oro161141	oro161141	feces metagenome	1861841	oro161141	PRJNA518082
SAMN10875863	oro161142	oro161142	feces metagenome	1861841	oro161142	PRJNA518082
SAMN10875864	oro161143	oro161143	feces metagenome	1861841	oro161143	PRJNA518082
SAMN10875865	oro161144	oro161144	feces metagenome	1861841	oro161144	PRJNA518082
SAMN10875866	oro161146	oro161146	feces metagenome	1861841	oro161146	PRJNA518082
SAMN10875867	oro161147	oro161147	feces metagenome	1861841	oro161147	PRJNA518082
SAMN10875868	oro161148	oro161148	feces metagenome	1861841	oro161148	PRJNA518082
SAMN10875869	oro161149	oro161149	feces metagenome	1861841	oro161149	PRJNA518082
SAMN10875870	oro161150	oro161150	feces metagenome	1861841	oro161150	PRJNA518082
SAMN10875871	oro161151	oro161151	feces metagenome	1861841	oro161151	PRJNA518082
SAMN10875872	oro161152	oro161152	feces metagenome	1861841	oro161152	PRJNA518082
SAMN10875873	oro161153	oro161153	feces metagenome	1861841	oro161153	PRJNA518082
SAMN10875874	oro161154	oro161154	feces metagenome	1861841	oro161154	PRJNA518082
SAMN10875875	oro161155	oro161155	feces metagenome	1861841	oro161155	PRJNA518082
SAMN10875876	oro161156	oro161156	feces metagenome	1861841	oro161156	PRJNA518082
SAMN10875877	oro161157	oro161157	feces metagenome	1861841	oro161157	PRJNA518082
SAMN10875878	oro161158	oro161158	feces metagenome	1861841	oro161158	PRJNA518082
SAMN10875879	oro161159	oro161159	feces metagenome	1861841	oro161159	PRJNA518082
SAMN10875880	oro161160	oro161160	feces metagenome	1861841	oro161160	PRJNA518082
SAMN10875881	oro161161	oro161161	feces metagenome	1861841	oro161161	PRJNA518082
SAMN10875882	oro161162	oro161162	feces metagenome	1861841	oro161162	PRJNA518082
SAMN10875883	oro161164	oro161164	feces metagenome	1861841	oro161164	PRJNA518082
SAMN10875884	oro161165	oro161165	feces metagenome	1861841	oro161165	PRJNA518082
SAMN10875885	oro161166	oro161166	feces metagenome	1861841	oro161166	PRJNA518082
SAMN10875886	oro161167	oro161167	feces metagenome	1861841	oro161167	PRJNA518082
SAMN10875887	oro161168	oro161168	feces metagenome	1861841	oro161168	PRJNA518082
SAMN10875888	oro161169	oro161169	feces metagenome	1861841	oro161169	PRJNA518082
SAMN10875889	oro161170	oro161170	feces metagenome	1861841	oro161170	PRJNA518082
SAMN10875890	oro161171	oro161171	feces metagenome	1861841	oro161171	PRJNA518082
SAMN10875891	oro161171a	oro161171a	feces metagenome	1861841	oro161171a	PRJNA518082
SAMN10875892	oro161171b	oro161171b	feces metagenome	1861841	oro161171b	PRJNA518082
SAMN10875893	oro161172	oro161172	feces metagenome	1861841	oro161172	PRJNA518082
SAMN10875894	oro161173	oro161173	feces metagenome	1861841	oro161173	PRJNA518082
SAMN10875895	oro161174	oro161174	feces metagenome	1861841	oro161174	PRJNA518082
SAMN10875896	oro161175	oro161175	feces metagenome	1861841	oro161175	PRJNA518082
SAMN10875897	oro161176	oro161176	feces metagenome	1861841	oro161176	PRJNA518082
SAMN10875898	oro161178	oro161178	feces metagenome	1861841	oro161178	PRJNA518082
SAMN10875899	oro161179	oro161179	feces metagenome	1861841	oro161179	PRJNA518082
SAMN10875900	oro161180	oro161180	feces metagenome	1861841	oro161180	PRJNA518082
SAMN10875901	oro161181	oro161181	feces metagenome	1861841	oro161181	PRJNA518082
SAMN10875902	oro161324	oro161324	feces metagenome	1861841	oro161324	PRJNA518082
SAMN10875903	oro161325	oro161325	feces metagenome	1861841	oro161325	PRJNA518082
SAMN10875904	oro161327	oro161327	feces metagenome	1861841	oro161327	PRJNA518082
SAMN10875905	oro161328	oro161328	feces metagenome	1861841	oro161328	PRJNA518082
SAMN10875906	oro161329	oro161329	feces metagenome	1861841	oro161329	PRJNA518082
SAMN10875907	oro161330	oro161330	feces metagenome	1861841	oro161330	PRJNA518082
SAMN10875908	oro161331	oro161331	feces metagenome	1861841	oro161331	PRJNA518082
SAMN10875909	oro161334	oro161334	feces metagenome	1861841	oro161334	PRJNA518082
SAMN10875910	oro161335	oro161335	feces metagenome	1861841	oro161335	PRJNA518082
SAMN10875911	oro161336	oro161336	feces metagenome	1861841	oro161336	PRJNA518082
SAMN10875912	oro161337	oro161337	feces metagenome	1861841	oro161337	PRJNA518082
SAMN10875913	oro161338	oro161338	feces metagenome	1861841	oro161338	PRJNA518082
SAMN10875914	oro161339	oro161339	feces metagenome	1861841	oro161339	PRJNA518082
SAMN10875915	oro161340	oro161340	feces metagenome	1861841	oro161340	PRJNA518082
SAMN10875916	oro161341	oro161341	feces metagenome	1861841	oro161341	PRJNA518082
SAMN10875917	oro161342	oro161342	feces metagenome	1861841	oro161342	PRJNA518082
SAMN10875918	oro161343	oro161343	feces metagenome	1861841	oro161343	PRJNA518082
SAMN10875919	oro161344	oro161344	feces metagenome	1861841	oro161344	PRJNA518082
SAMN10875920	oro161345	oro161345	feces metagenome	1861841	oro161345	PRJNA518082
SAMN10875921	oro161346	oro161346	feces metagenome	1861841	oro161346	PRJNA518082
SAMN10875922	oro161347	oro161347	feces metagenome	1861841	oro161347	PRJNA518082
SAMN10875923	oro161348	oro161348	feces metagenome	1861841	oro161348	PRJNA518082
SAMN10875924	oro161349	oro161349	feces metagenome	1861841	oro161349	PRJNA518082
SAMN10875925	oro161350	oro161350	feces metagenome	1861841	oro161350	PRJNA518082
SAMN10875926	oro161351	oro161351	feces metagenome	1861841	oro161351	PRJNA518082
SAMN10875927	oro161352	oro161352	feces metagenome	1861841	oro161352	PRJNA518082
SAMN10875928	oro161353	oro161353	feces metagenome	1861841	oro161353	PRJNA518082
SAMN10875929	oro161354	oro161354	feces metagenome	1861841	oro161354	PRJNA518082
SAMN10875930	oro161355	oro161355	feces metagenome	1861841	oro161355	PRJNA518082
SAMN10875931	oro161356	oro161356	feces metagenome	1861841	oro161356	PRJNA518082
SAMN10875932	oro161357	oro161357	feces metagenome	1861841	oro161357	PRJNA518082
SAMN10875933	oro161358	oro161358	feces metagenome	1861841	oro161358	PRJNA518082
SAMN10875934	oro161360	oro161360	feces metagenome	1861841	oro161360	PRJNA518082
SAMN10875935	oro161361	oro161361	feces metagenome	1861841	oro161361	PRJNA518082
SAMN10875936	oro161362	oro161362	feces metagenome	1861841	oro161362	PRJNA518082
SAMN10875937	oro161363	oro161363	feces metagenome	1861841	oro161363	PRJNA518082
SAMN10875938	oro161364	oro161364	feces metagenome	1861841	oro161364	PRJNA518082
SAMN10875939	oro161365	oro161365	feces metagenome	1861841	oro161365	PRJNA518082
SAMN10875940	oro161366	oro161366	feces metagenome	1861841	oro161366	PRJNA518082
SAMN10875941	oro161367	oro161367	feces metagenome	1861841	oro161367	PRJNA518082
SAMN10875942	oro161368	oro161368	feces metagenome	1861841	oro161368	PRJNA518082
SAMN10875943	oro161369	oro161369	feces metagenome	1861841	oro161369	PRJNA518082
SAMN10875944	oro161435	oro161435	feces metagenome	1861841	oro161435	PRJNA518082
SAMN10875945	oro161436	oro161436	feces metagenome	1861841	oro161436	PRJNA518082
SAMN10875946	oro161437	oro161437	feces metagenome	1861841	oro161437	PRJNA518082
SAMN10875947	oro161438	oro161438	feces metagenome	1861841	oro161438	PRJNA518082
SAMN10875948	oro161439	oro161439	feces metagenome	1861841	oro161439	PRJNA518082
SAMN10875949	oro161440	oro161440	feces metagenome	1861841	oro161440	PRJNA518082
SAMN10875950	oro161441	oro161441	feces metagenome	1861841	oro161441	PRJNA518082
SAMN10875951	oro161442	oro161442	feces metagenome	1861841	oro161442	PRJNA518082
SAMN10875952	oro161443	oro161443	feces metagenome	1861841	oro161443	PRJNA518082
SAMN10875953	oro161444	oro161444	feces metagenome	1861841	oro161444	PRJNA518082
SAMN10875954	oro161445	oro161445	feces metagenome	1861841	oro161445	PRJNA518082
SAMN10875955	oro161447	oro161447	feces metagenome	1861841	oro161447	PRJNA518082
SAMN10875956	oro161448	oro161448	feces metagenome	1861841	oro161448	PRJNA518082
SAMN10875957	oro161449	oro161449	feces metagenome	1861841	oro161449	PRJNA518082
SAMN10875958	oro161450	oro161450	feces metagenome	1861841	oro161450	PRJNA518082
SAMN10875959	oro161451	oro161451	feces metagenome	1861841	oro161451	PRJNA518082
SAMN10875960	oro161452	oro161452	feces metagenome	1861841	oro161452	PRJNA518082
SAMN10875961	oro161453	oro161453	feces metagenome	1861841	oro161453	PRJNA518082
SAMN10875962	oro161454	oro161454	feces metagenome	1861841	oro161454	PRJNA518082
SAMN10875963	oro161455	oro161455	feces metagenome	1861841	oro161455	PRJNA518082
SAMN10875964	oro161457	oro161457	feces metagenome	1861841	oro161457	PRJNA518082
SAMN10875965	oro161458	oro161458	feces metagenome	1861841	oro161458	PRJNA518082
SAMN10875966	oro161459	oro161459	feces metagenome	1861841	oro161459	PRJNA518082
SAMN10875967	oro161461	oro161461	feces metagenome	1861841	oro161461	PRJNA518082
SAMN10875968	oro161462	oro161462	feces metagenome	1861841	oro161462	PRJNA518082
SAMN10875969	oro161463	oro161463	feces metagenome	1861841	oro161463	PRJNA518082
SAMN10875970	oro161464	oro161464	feces metagenome	1861841	oro161464	PRJNA518082
SAMN10875971	oro161465	oro161465	feces metagenome	1861841	oro161465	PRJNA518082
SAMN10875972	oro161466	oro161466	feces metagenome	1861841	oro161466	PRJNA518082
SAMN10875973	oro161467	oro161467	feces metagenome	1861841	oro161467	PRJNA518082
SAMN10875974	oro161468	oro161468	feces metagenome	1861841	oro161468	PRJNA518082
SAMN10875975	oro161470	oro161470	feces metagenome	1861841	oro161470	PRJNA518082
SAMN10875976	oro161471	oro161471	feces metagenome	1861841	oro161471	PRJNA518082
SAMN10875977	oro161472	oro161472	feces metagenome	1861841	oro161472	PRJNA518082
SAMN10875978	oro161473	oro161473	feces metagenome	1861841	oro161473	PRJNA518082
SAMN10875979	oro161474	oro161474	feces metagenome	1861841	oro161474	PRJNA518082
SAMN10875980	oro161475	oro161475	feces metagenome	1861841	oro161475	PRJNA518082
SAMN10875981	oro161476	oro161476	feces metagenome	1861841	oro161476	PRJNA518082
SAMN10875982	oro161477	oro161477	feces metagenome	1861841	oro161477	PRJNA518082
SAMN10875983	oro161478	oro161478	feces metagenome	1861841	oro161478	PRJNA518082
SAMN10875984	oro161479	oro161479	feces metagenome	1861841	oro161479	PRJNA518082
SAMN10875985	oro161480	oro161480	feces metagenome	1861841	oro161480	PRJNA518082
SAMN10875986	oro161481	oro161481	feces metagenome	1861841	oro161481	PRJNA518082
SAMN10875987	oro161484	oro161484	feces metagenome	1861841	oro161484	PRJNA518082
SAMN10875988	oro161485	oro161485	feces metagenome	1861841	oro161485	PRJNA518082
SAMN10875989	oro161486	oro161486	feces metagenome	1861841	oro161486	PRJNA518082
SAMN10875990	oro161487	oro161487	feces metagenome	1861841	oro161487	PRJNA518082
SAMN10875991	oro161488	oro161488	feces metagenome	1861841	oro161488	PRJNA518082
SAMN10875992	oro161489	oro161489	feces metagenome	1861841	oro161489	PRJNA518082
SAMN10875993	oro161490	oro161490	feces metagenome	1861841	oro161490	PRJNA518082
SAMN10875994	oro161491	oro161491	feces metagenome	1861841	oro161491	PRJNA518082
SAMN10875995	oro161492	oro161492	feces metagenome	1861841	oro161492	PRJNA518082
SAMN10875996	oro161493	oro161493	feces metagenome	1861841	oro161493	PRJNA518082
SAMN10875997	oro161494	oro161494	feces metagenome	1861841	oro161494	PRJNA518082
SAMN10875998	oro161495	oro161495	feces metagenome	1861841	oro161495	PRJNA518082
SAMN10875999	oro161496	oro161496	feces metagenome	1861841	oro161496	PRJNA518082
SAMN10876000	oro161497	oro161497	feces metagenome	1861841	oro161497	PRJNA518082
SAMN10876001	oro161498	oro161498	feces metagenome	1861841	oro161498	PRJNA518082
SAMN10876002	oro161499	oro161499	feces metagenome	1861841	oro161499	PRJNA518082
SAMN10876003	oro161500	oro161500	feces metagenome	1861841	oro161500	PRJNA518082
SAMN10876004	oro161501	oro161501	feces metagenome	1861841	oro161501	PRJNA518082
SAMN10876005	oro161502	oro161502	feces metagenome	1861841	oro161502	PRJNA518082
SAMN10876006	oro161503	oro161503	feces metagenome	1861841	oro161503	PRJNA518082
SAMN10876007	oro161504	oro161504	feces metagenome	1861841	oro161504	PRJNA518082
SAMN10876008	oro161506	oro161506	feces metagenome	1861841	oro161506	PRJNA518082
SAMN10876009	oro161507	oro161507	feces metagenome	1861841	oro161507	PRJNA518082
SAMN10876010	oro161508	oro161508	feces metagenome	1861841	oro161508	PRJNA518082
SAMN10876011	oro161509	oro161509	feces metagenome	1861841	oro161509	PRJNA518082
SAMN10876012	oro161510	oro161510	feces metagenome	1861841	oro161510	PRJNA518082
SAMN10876013	oro161511	oro161511	feces metagenome	1861841	oro161511	PRJNA518082
SAMN10876014	oro161512	oro161512	feces metagenome	1861841	oro161512	PRJNA518082
SAMN10876015	oro161513	oro161513	feces metagenome	1861841	oro161513	PRJNA518082
SAMN10876016	oro161514	oro161514	feces metagenome	1861841	oro161514	PRJNA518082
SAMN10876017	oro161515	oro161515	feces metagenome	1861841	oro161515	PRJNA518082
SAMN10876018	oro161516	oro161516	feces metagenome	1861841	oro161516	PRJNA518082
SAMN10876019	oro161517	oro161517	feces metagenome	1861841	oro161517	PRJNA518082
SAMN10876020	oro161519	oro161519	feces metagenome	1861841	oro161519	PRJNA518082
SAMN10876021	oro161535	oro161535	feces metagenome	1861841	oro161535	PRJNA518082
SAMN10876022	oro161536	oro161536	feces metagenome	1861841	oro161536	PRJNA518082
SAMN10876023	oro161537	oro161537	feces metagenome	1861841	oro161537	PRJNA518082
SAMN10876024	oro161538	oro161538	feces metagenome	1861841	oro161538	PRJNA518082
SAMN10876025	oro161539	oro161539	feces metagenome	1861841	oro161539	PRJNA518082
SAMN10876026	oro161540	oro161540	feces metagenome	1861841	oro161540	PRJNA518082
SAMN10876027	oro161541	oro161541	feces metagenome	1861841	oro161541	PRJNA518082
SAMN10876028	oro161542	oro161542	feces metagenome	1861841	oro161542	PRJNA518082
SAMN10876029	oro161543	oro161543	feces metagenome	1861841	oro161543	PRJNA518082
SAMN10876030	oro161544	oro161544	feces metagenome	1861841	oro161544	PRJNA518082
SAMN10876031	oro161546	oro161546	feces metagenome	1861841	oro161546	PRJNA518082
SAMN10876032	oro161547	oro161547	feces metagenome	1861841	oro161547	PRJNA518082
SAMN10876033	oro161548	oro161548	feces metagenome	1861841	oro161548	PRJNA518082
SAMN10876034	oro161549	oro161549	feces metagenome	1861841	oro161549	PRJNA518082
SAMN10876035	oro161550	oro161550	feces metagenome	1861841	oro161550	PRJNA518082
SAMN10876036	oro161551	oro161551	feces metagenome	1861841	oro161551	PRJNA518082
SAMN10876037	oro161552	oro161552	feces metagenome	1861841	oro161552	PRJNA518082
SAMN10876038	oro161554	oro161554	feces metagenome	1861841	oro161554	PRJNA518082
SAMN10876039	oro161555	oro161555	feces metagenome	1861841	oro161555	PRJNA518082
SAMN10876040	oro161556	oro161556	feces metagenome	1861841	oro161556	PRJNA518082
SAMN10876041	oro161557	oro161557	feces metagenome	1861841	oro161557	PRJNA518082
SAMN10876042	oro161558	oro161558	feces metagenome	1861841	oro161558	PRJNA518082
SAMN10876043	oro161560	oro161560	feces metagenome	1861841	oro161560	PRJNA518082
SAMN10876044	oro161561	oro161561	feces metagenome	1861841	oro161561	PRJNA518082
SAMN10876045	oro161562	oro161562	feces metagenome	1861841	oro161562	PRJNA518082
SAMN10876046	oro161563	oro161563	feces metagenome	1861841	oro161563	PRJNA518082
SAMN10876047	oro161564	oro161564	feces metagenome	1861841	oro161564	PRJNA518082
SAMN10876048	oro161565	oro161565	feces metagenome	1861841	oro161565	PRJNA518082
SAMN10876049	oro161567	oro161567	feces metagenome	1861841	oro161567	PRJNA518082
SAMN10876050	oro161568	oro161568	feces metagenome	1861841	oro161568	PRJNA518082
SAMN10876051	oro161569	oro161569	feces metagenome	1861841	oro161569	PRJNA518082
SAMN10876052	oro161570	oro161570	feces metagenome	1861841	oro161570	PRJNA518082
SAMN10876053	oro161571	oro161571	feces metagenome	1861841	oro161571	PRJNA518082
SAMN10876054	oro161573	oro161573	feces metagenome	1861841	oro161573	PRJNA518082
SAMN10876055	oro161574	oro161574	feces metagenome	1861841	oro161574	PRJNA518082
SAMN10876056	oro161575	oro161575	feces metagenome	1861841	oro161575	PRJNA518082
SAMN10876057	oro161576	oro161576	feces metagenome	1861841	oro161576	PRJNA518082
SAMN10876058	oro161577	oro161577	feces metagenome	1861841	oro161577	PRJNA518082
SAMN10876059	oro161578	oro161578	feces metagenome	1861841	oro161578	PRJNA518082
SAMN10876060	oro161579	oro161579	feces metagenome	1861841	oro161579	PRJNA518082
SAMN10876061	oro161580	oro161580	feces metagenome	1861841	oro161580	PRJNA518082
SAMN10876062	oro161581	oro161581	feces metagenome	1861841	oro161581	PRJNA518082
SAMN10876063	oro161582	oro161582	feces metagenome	1861841	oro161582	PRJNA518082
SAMN10876064	oro161583	oro161583	feces metagenome	1861841	oro161583	PRJNA518082
SAMN10876065	oro161684	oro161684	feces metagenome	1861841	oro161684	PRJNA518082
SAMN10876066	oro161685	oro161685	feces metagenome	1861841	oro161685	PRJNA518082
SAMN10876067	oro161686	oro161686	feces metagenome	1861841	oro161686	PRJNA518082
SAMN10876068	oro161687	oro161687	feces metagenome	1861841	oro161687	PRJNA518082
SAMN10876069	oro161688	oro161688	feces metagenome	1861841	oro161688	PRJNA518082
SAMN10876070	oro161689	oro161689	feces metagenome	1861841	oro161689	PRJNA518082
SAMN10876071	oro161690	oro161690	feces metagenome	1861841	oro161690	PRJNA518082
SAMN10876072	oro161691	oro161691	feces metagenome	1861841	oro161691	PRJNA518082
SAMN10876073	oro161693	oro161693	feces metagenome	1861841	oro161693	PRJNA518082
SAMN10876074	oro161694	oro161694	feces metagenome	1861841	oro161694	PRJNA518082
SAMN10876075	oro161695	oro161695	feces metagenome	1861841	oro161695	PRJNA518082
SAMN10876076	oro161696	oro161696	feces metagenome	1861841	oro161696	PRJNA518082
SAMN10876077	oro161699	oro161699	feces metagenome	1861841	oro161699	PRJNA518082
SAMN10876078	oro161700	oro161700	feces metagenome	1861841	oro161700	PRJNA518082
SAMN10876079	oro161701	oro161701	feces metagenome	1861841	oro161701	PRJNA518082
SAMN10876080	oro161702	oro161702	feces metagenome	1861841	oro161702	PRJNA518082
SAMN10876081	oro161703	oro161703	feces metagenome	1861841	oro161703	PRJNA518082
SAMN10876082	oro161704	oro161704	feces metagenome	1861841	oro161704	PRJNA518082
SAMN10876083	oro161705	oro161705	feces metagenome	1861841	oro161705	PRJNA518082
SAMN10876084	oro161706	oro161706	feces metagenome	1861841	oro161706	PRJNA518082
SAMN10876085	oro161707	oro161707	feces metagenome	1861841	oro161707	PRJNA518082
SAMN10876086	oro161708	oro161708	feces metagenome	1861841	oro161708	PRJNA518082
SAMN10876087	oro161709	oro161709	feces metagenome	1861841	oro161709	PRJNA518082
SAMN10876088	oro161710	oro161710	feces metagenome	1861841	oro161710	PRJNA518082
SAMN10876089	oro161711	oro161711	feces metagenome	1861841	oro161711	PRJNA518082
SAMN10876090	oro161712	oro161712	feces metagenome	1861841	oro161712	PRJNA518082
SAMN10876091	oro161713	oro161713	feces metagenome	1861841	oro161713	PRJNA518082
SAMN10876092	oro161714	oro161714	feces metagenome	1861841	oro161714	PRJNA518082
SAMN10876093	oro161715	oro161715	feces metagenome	1861841	oro161715	PRJNA518082
SAMN10876094	oro161716	oro161716	feces metagenome	1861841	oro161716	PRJNA518082
SAMN10876095	oro161717	oro161717	feces metagenome	1861841	oro161717	PRJNA518082
SAMN10876096	oro161718	oro161718	feces metagenome	1861841	oro161718	PRJNA518082
SAMN10876097	oro161719	oro161719	feces metagenome	1861841	oro161719	PRJNA518082
SAMN10876098	oro161720	oro161720	feces metagenome	1861841	oro161720	PRJNA518082
SAMN10876099	oro161721	oro161721	feces metagenome	1861841	oro161721	PRJNA518082
SAMN10876100	oro161722	oro161722	feces metagenome	1861841	oro161722	PRJNA518082
SAMN10876101	oro161723	oro161723	feces metagenome	1861841	oro161723	PRJNA518082
SAMN10876102	oro161724	oro161724	feces metagenome	1861841	oro161724	PRJNA518082
SAMN10876103	oro161725	oro161725	feces metagenome	1861841	oro161725	PRJNA518082
SAMN10876104	oro161726	oro161726	feces metagenome	1861841	oro161726	PRJNA518082
SAMN10876105	oro161727	oro161727	feces metagenome	1861841	oro161727	PRJNA518082
SAMN10876106	oro161728	oro161728	feces metagenome	1861841	oro161728	PRJNA518082
SAMN10876107	oro161729	oro161729	feces metagenome	1861841	oro161729	PRJNA518082
SAMN10876108	oro161730	oro161730	feces metagenome	1861841	oro161730	PRJNA518082
SAMN10876109	oro161731	oro161731	feces metagenome	1861841	oro161731	PRJNA518082
SAMN10876110	oro161732	oro161732	feces metagenome	1861841	oro161732	PRJNA518082
SAMN10876111	oro161733	oro161733	feces metagenome	1861841	oro161733	PRJNA518082
SAMN10876112	oro161784	oro161784	feces metagenome	1861841	oro161784	PRJNA518082
SAMN10876113	oro161785	oro161785	feces metagenome	1861841	oro161785	PRJNA518082
SAMN10876114	oro161786	oro161786	feces metagenome	1861841	oro161786	PRJNA518082
SAMN10876115	oro161787	oro161787	feces metagenome	1861841	oro161787	PRJNA518082
SAMN10876116	oro161788	oro161788	feces metagenome	1861841	oro161788	PRJNA518082
SAMN10876117	oro161789	oro161789	feces metagenome	1861841	oro161789	PRJNA518082
SAMN10876118	oro161790	oro161790	feces metagenome	1861841	oro161790	PRJNA518082
SAMN10876119	oro161791	oro161791	feces metagenome	1861841	oro161791	PRJNA518082
SAMN10876120	oro161792	oro161792	feces metagenome	1861841	oro161792	PRJNA518082
SAMN10876121	oro161793	oro161793	feces metagenome	1861841	oro161793	PRJNA518082
SAMN10876122	oro161794	oro161794	feces metagenome	1861841	oro161794	PRJNA518082
SAMN10876123	oro161795	oro161795	feces metagenome	1861841	oro161795	PRJNA518082
SAMN10876124	oro161796	oro161796	feces metagenome	1861841	oro161796	PRJNA518082
SAMN10876125	oro161797	oro161797	feces metagenome	1861841	oro161797	PRJNA518082
SAMN10876126	oro161798	oro161798	feces metagenome	1861841	oro161798	PRJNA518082
SAMN10876127	oro161799	oro161799	feces metagenome	1861841	oro161799	PRJNA518082
SAMN10876128	oro161800	oro161800	feces metagenome	1861841	oro161800	PRJNA518082
SAMN10876129	oro161801	oro161801	feces metagenome	1861841	oro161801	PRJNA518082
SAMN10876130	oro161802	oro161802	feces metagenome	1861841	oro161802	PRJNA518082
SAMN10876131	oro161803	oro161803	feces metagenome	1861841	oro161803	PRJNA518082
SAMN10876132	oro161804	oro161804	feces metagenome	1861841	oro161804	PRJNA518082
SAMN10876133	oro161805	oro161805	feces metagenome	1861841	oro161805	PRJNA518082
SAMN10876134	oro161807	oro161807	feces metagenome	1861841	oro161807	PRJNA518082
SAMN10876135	oro161808	oro161808	feces metagenome	1861841	oro161808	PRJNA518082
SAMN10876136	oro161809	oro161809	feces metagenome	1861841	oro161809	PRJNA518082
SAMN10876137	oro161810	oro161810	feces metagenome	1861841	oro161810	PRJNA518082
SAMN10876138	oro161811	oro161811	feces metagenome	1861841	oro161811	PRJNA518082
