bioproject_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	biosample_accession
PRJNA518082	negoro34H08	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro34H08_L001_R1_001.fastq.gz	negoro34H08_L001_R2_001.fastq.gz	SAMN10877077
PRJNA518082	negoro35A01	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro35A01_L001_R1_001.fastq.gz	negoro35A01_L001_R2_001.fastq.gz	SAMN10877148
PRJNA518082	negoro35D03	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro35D03_L001_R1_001.fastq.gz	negoro35D03_L001_R2_001.fastq.gz	SAMN10877149
PRJNA518082	negoro35D04	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro35D04_L001_R1_001.fastq.gz	negoro35D04_L001_R2_001.fastq.gz	SAMN10877150
PRJNA518082	negoro35F06	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	negoro35F06_L001_R1_001.fastq.gz	negoro35F06_L001_R2_001.fastq.gz	SAMN10877151
PRJNA518082	oro160684	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160684_L001_R1_001.fastq.gz	oro160684_L001_R2_001.fastq.gz	SAMN10876822
PRJNA518082	oro160692	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160692_L001_R1_001.fastq.gz	oro160692_L001_R2_001.fastq.gz	SAMN10876823
PRJNA518082	oro160693	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160693_L001_R1_001.fastq.gz	oro160693_L001_R2_001.fastq.gz	SAMN10876825
PRJNA518082	oro160694	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160694_L001_R1_001.fastq.gz	oro160694_L001_R2_001.fastq.gz	SAMN10876826
PRJNA518082	oro160695	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160695_L001_R1_001.fastq.gz	oro160695_L001_R2_001.fastq.gz	SAMN10876827
PRJNA518082	oro160696	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160696_L001_R1_001.fastq.gz	oro160696_L001_R2_001.fastq.gz	SAMN10876828
PRJNA518082	oro160697	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160697_L001_R1_001.fastq.gz	oro160697_L001_R2_001.fastq.gz	SAMN10876829
PRJNA518082	oro160698	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160698_L001_R1_001.fastq.gz	oro160698_L001_R2_001.fastq.gz	SAMN10876830
PRJNA518082	oro160700	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160700_L001_R1_001.fastq.gz	oro160700_L001_R2_001.fastq.gz	SAMN10876831
PRJNA518082	oro160701	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160701_L001_R1_001.fastq.gz	oro160701_L001_R2_001.fastq.gz	SAMN10876832
PRJNA518082	oro160703	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160703_L001_R1_001.fastq.gz	oro160703_L001_R2_001.fastq.gz	SAMN10876833
PRJNA518082	oro160704	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160704_L001_R1_001.fastq.gz	oro160704_L001_R2_001.fastq.gz	SAMN10876834
PRJNA518082	oro160706	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro160706_L001_R1_001.fastq.gz	oro160706_L001_R2_001.fastq.gz	SAMN10876835
PRJNA518082	oro162556a	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162556a_L001_R1_001.fastq.gz	oro162556a_L001_R2_001.fastq.gz	SAMN10876836
PRJNA518082	oro162834	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162834_L001_R1_001.fastq.gz	oro162834_L001_R2_001.fastq.gz	SAMN10876837
PRJNA518082	oro162835	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162835_L001_R1_001.fastq.gz	oro162835_L001_R2_001.fastq.gz	SAMN10876838
PRJNA518082	oro162838	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162838_L001_R1_001.fastq.gz	oro162838_L001_R2_001.fastq.gz	SAMN10876839
PRJNA518082	oro162839	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162839_L001_R1_001.fastq.gz	oro162839_L001_R2_001.fastq.gz	SAMN10876840
PRJNA518082	oro162840	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162840_L001_R1_001.fastq.gz	oro162840_L001_R2_001.fastq.gz	SAMN10876841
PRJNA518082	oro162841	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162841_L001_R1_001.fastq.gz	oro162841_L001_R2_001.fastq.gz	SAMN10876842
PRJNA518082	oro162842	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162842_L001_R1_001.fastq.gz	oro162842_L001_R2_001.fastq.gz	SAMN10876843
PRJNA518082	oro162843	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162843_L001_R1_001.fastq.gz	oro162843_L001_R2_001.fastq.gz	SAMN10876844
PRJNA518082	oro162845	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162845_L001_R1_001.fastq.gz	oro162845_L001_R2_001.fastq.gz	SAMN10876845
PRJNA518082	oro162846	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162846_L001_R1_001.fastq.gz	oro162846_L001_R2_001.fastq.gz	SAMN10876846
PRJNA518082	oro162847	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162847_L001_R1_001.fastq.gz	oro162847_L001_R2_001.fastq.gz	SAMN10876847
PRJNA518082	oro162848	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162848_L001_R1_001.fastq.gz	oro162848_L001_R2_001.fastq.gz	SAMN10876848
PRJNA518082	oro162849	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162849_L001_R1_001.fastq.gz	oro162849_L001_R2_001.fastq.gz	SAMN10876849
PRJNA518082	oro162850	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162850_L001_R1_001.fastq.gz	oro162850_L001_R2_001.fastq.gz	SAMN10876850
PRJNA518082	oro162852	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162852_L001_R1_001.fastq.gz	oro162852_L001_R2_001.fastq.gz	SAMN10876851
PRJNA518082	oro162853	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162853_L001_R1_001.fastq.gz	oro162853_L001_R2_001.fastq.gz	SAMN10876852
PRJNA518082	oro162855	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162855_L001_R1_001.fastq.gz	oro162855_L001_R2_001.fastq.gz	SAMN10876853
PRJNA518082	oro162856	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162856_L001_R1_001.fastq.gz	oro162856_L001_R2_001.fastq.gz	SAMN10876854
PRJNA518082	oro162857	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162857_L001_R1_001.fastq.gz	oro162857_L001_R2_001.fastq.gz	SAMN10876855
PRJNA518082	oro162859	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162859_L001_R1_001.fastq.gz	oro162859_L001_R2_001.fastq.gz	SAMN10876856
PRJNA518082	oro162860	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162860_L001_R1_001.fastq.gz	oro162860_L001_R2_001.fastq.gz	SAMN10876857
PRJNA518082	oro162862	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162862_L001_R1_001.fastq.gz	oro162862_L001_R2_001.fastq.gz	SAMN10876858
PRJNA518082	oro162863	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162863_L001_R1_001.fastq.gz	oro162863_L001_R2_001.fastq.gz	SAMN10876859
PRJNA518082	oro162865	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162865_L001_R1_001.fastq.gz	oro162865_L001_R2_001.fastq.gz	SAMN10876860
PRJNA518082	oro162866	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162866_L001_R1_001.fastq.gz	oro162866_L001_R2_001.fastq.gz	SAMN10876861
PRJNA518082	oro162867	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162867_L001_R1_001.fastq.gz	oro162867_L001_R2_001.fastq.gz	SAMN10876862
PRJNA518082	oro162868	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162868_L001_R1_001.fastq.gz	oro162868_L001_R2_001.fastq.gz	SAMN10876863
PRJNA518082	oro162869	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162869_L001_R1_001.fastq.gz	oro162869_L001_R2_001.fastq.gz	SAMN10876864
PRJNA518082	oro162871	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162871_L001_R1_001.fastq.gz	oro162871_L001_R2_001.fastq.gz	SAMN10876865
PRJNA518082	oro162872	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162872_L001_R1_001.fastq.gz	oro162872_L001_R2_001.fastq.gz	SAMN10876866
PRJNA518082	oro162873	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162873_L001_R1_001.fastq.gz	oro162873_L001_R2_001.fastq.gz	SAMN10876867
PRJNA518082	oro162874	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162874_L001_R1_001.fastq.gz	oro162874_L001_R2_001.fastq.gz	SAMN10876868
PRJNA518082	oro162875	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162875_L001_R1_001.fastq.gz	oro162875_L001_R2_001.fastq.gz	SAMN10876869
PRJNA518082	oro162876	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162876_L001_R1_001.fastq.gz	oro162876_L001_R2_001.fastq.gz	SAMN10876870
PRJNA518082	oro162877	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162877_L001_R1_001.fastq.gz	oro162877_L001_R2_001.fastq.gz	SAMN10876871
PRJNA518082	oro162878	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162878_L001_R1_001.fastq.gz	oro162878_L001_R2_001.fastq.gz	SAMN10876872
PRJNA518082	oro162881	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162881_L001_R1_001.fastq.gz	oro162881_L001_R2_001.fastq.gz	SAMN10876873
PRJNA518082	oro162882	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162882_L001_R1_001.fastq.gz	oro162882_L001_R2_001.fastq.gz	SAMN10876874
PRJNA518082	oro162939	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162939_L001_R1_001.fastq.gz	oro162939_L001_R2_001.fastq.gz	SAMN10876875
PRJNA518082	oro162944	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162944_L001_R1_001.fastq.gz	oro162944_L001_R2_001.fastq.gz	SAMN10876876
PRJNA518082	oro162951	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162951_L001_R1_001.fastq.gz	oro162951_L001_R2_001.fastq.gz	SAMN10876877
PRJNA518082	oro162955	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162955_L001_R1_001.fastq.gz	oro162955_L001_R2_001.fastq.gz	SAMN10876878
PRJNA518082	oro162956	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162956_L001_R1_001.fastq.gz	oro162956_L001_R2_001.fastq.gz	SAMN10876879
PRJNA518082	oro162962	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162962_L001_R1_001.fastq.gz	oro162962_L001_R2_001.fastq.gz	SAMN10876880
PRJNA518082	oro162963	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162963_L001_R1_001.fastq.gz	oro162963_L001_R2_001.fastq.gz	SAMN10876881
PRJNA518082	oro162967	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162967_L001_R1_001.fastq.gz	oro162967_L001_R2_001.fastq.gz	SAMN10876882
PRJNA518082	oro162968	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162968_L001_R1_001.fastq.gz	oro162968_L001_R2_001.fastq.gz	SAMN10876883
PRJNA518082	oro162969	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162969_L001_R1_001.fastq.gz	oro162969_L001_R2_001.fastq.gz	SAMN10876884
PRJNA518082	oro162974	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162974_L001_R1_001.fastq.gz	oro162974_L001_R2_001.fastq.gz	SAMN10876885
