"","query","location_output"
"48","02a8c975400f642e6eb7ae995cbf8111","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus decumanus"
"49","02bd74facefe462086a0ae10b66553d4","Arthropoda;Insecta;Diptera;Limoniidae;Epiphragma;Epiphragma fasciapenne"
"50","02bedbf044d813c6ba923ad1660f9f91","Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula entomophthorae"
"51","02c0fd9698cdfbd9f33e1a41bb1415cc","Arthropoda;Insecta;Diptera;Muscidae;Coenosia"
"52","02ca0bfd39d6e6d30baaaf413de869e8","Arthropoda;Insecta;Psocodea;Psocidae;Indiopsocus;Indiopsocus infumatus"
"53","02da6bed43808108e9a10132489bf0f0","Arthropoda;Insecta;Diptera;Culicidae;Coquillettidia;Coquillettidia perturbans"
"54","02e675c7d0d80f3b0f5c877a102cb3b6","Arthropoda;Insecta;Ephemeroptera;Ephemerellidae;Ephemerella;Ephemerella subvaria"
"55","02e9473fbc4037163158245d92a4bc8e","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"56","02fa71349d8d519ad8cb9f36b48d2b2b","Arthropoda;Insecta;Hemiptera;Cicadellidae;Gyponana;Gyponana gladia"
"57","03072912e10810c2ce7e07465f169387","Arthropoda;Insecta;Diptera;Limoniidae;Erioptera;Erioptera caliptera"
"58","030ae5b2d36063d58068261c405ba87c","Arthropoda;Insecta;Lepidoptera;Depressariidae;Bibarrambla;Bibarrambla allenella"
"59","031a1d4208446ce7ee06441a2edf12bd","Arthropoda;Insecta;Diptera;Culicidae;Coquillettidia;Coquillettidia perturbans"
"60","037a9fe860d4be0aa1e3a84cda6f2ce0","Arthropoda;Insecta;Lepidoptera;Oecophoridae;Epicallima;Epicallima argenticinctella"
"61","03832aef8a77f8f7f6b99a22ededcd11","Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes tritomus"
"62","03ba5a6395a25670698648462dd14b21","Arthropoda;Insecta;Lepidoptera"
"63","03c6247aee2db07b0af691b7621c5e9e","Arthropoda;Insecta;Diptera;Tipulidae;Tipula"
"64","03e84bb3dc1c3f78dc63654b16a755e0","Arthropoda;Insecta;Trichoptera;Limnephilidae;Platycentropus;Platycentropus radiatus"
"65","03efbb9065e60cff8918a61801139283","Arthropoda;Insecta;Lepidoptera;Tortricidae;Retinia;Retinia comstockiana"
"66","03f402fd3cdfa87372f36ac43b04ba79","Arthropoda;Insecta;Diptera;Psychodidae;Lutzomyia;Lutzomyia longipalpis"
"67","040137a5a2e0c23158b7b2e1976e8762","Arthropoda;Insecta;Hemiptera;Miridae;Neolygus;Neolygus quercalbae"
"68","04151263f8eec7dd50598e7db78f5fd4","Arthropoda;Insecta;Lepidoptera"
"69","04179e410bb687dfa75623f55bfeb93a","Arthropoda;Insecta;Diptera;Limoniidae;Dicranomyia"
"70","042bd20a550a1fc77f0e9d685331ab84","Arthropoda;Insecta;Lepidoptera;Tortricidae;Gretchena;Gretchena delicatana"
"71","042bf9cc96098d28d3aa31773db158cd","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"72","042d86fb53ea53333abffbee678245b0","Arthropoda;Insecta;Diptera;Limoniidae;Cheilotrichia;Cheilotrichia stigmatica"
"73","044721d08f8d66168ba527b82dd956a2","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes rastricornis"
"74","04669f719b33e017bd258372c575fc6e","Arthropoda;Insecta;Psocodea;Peripsocidae;Peripsocus;Peripsocus madidus"
"75","046b8ad9738eca797fe8bb3351119ab6","Arthropoda;Insecta;Diptera;Mycetophilidae;Mycomya"
"76","047104b2d17f89b77f595ffa816ff677","Arthropoda;Insecta;Coleoptera;Cerambycidae;Goes;Goes debilis"
"77","048ae33e2c1154ba86eb44034a85cbbb","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus similis"
"78","04997820ccf1df2debbead11a3a944ce","Arthropoda;Insecta;Diptera;Limoniidae;Antocha"
"79","04d33c27e6c9b2937d5f7c09d190abfc","Arthropoda;Insecta;Lepidoptera"
"80","04db2b39f23eaa0ed7ea72bb3b743c63","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Coelichneumon"
"81","04e4ddb55b302dd59b03aa082c1bcf09","Arthropoda;Insecta;Hemiptera;Miridae;Neolygus;Neolygus omnivagus"
"82","04f0c5769fcb09d7d91f7e73a349518c","Arthropoda;Insecta;Coleoptera;Pyrochroidae;Dendroides;Dendroides concolor"
"83","04f5c10297e90f33bcf7dc23a771dc43","Arthropoda;Arachnida;Araneae;Theridiidae;Wamba;Wamba crispulus"
"84","04ff0459a6f44f7a89893ec06d079095","Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;Psectrocladius sordidellus"
"85","050225ee3d1aaa79f60b9bb704173f7f","Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia monilis"
"86","05056805eeed4ddde4445f51f90e819a","Arthropoda;Insecta;Diptera;Chironomidae;Heterotrissocladius"
"87","05113e7e537af70cd75e67189e266c7f","Arthropoda;Insecta;Diptera;Tipulidae;Tipula"
"88","0526f44e5ce0cd6164f3226a73b84dc4","Arthropoda;Insecta;Diptera;Tachinidae;Houghia;Houghia gracilis"
"89","0537537060a18dc17d40800c3c0e38fe","Arthropoda;Insecta;Diptera;Dolichopodidae;Chrysotus"
"90","053ae1f78da0667df0af0cf19030bdff","Arthropoda;Insecta;Diptera;Rhagionidae;Chrysopilus;Chrysopilus quadratus"
"91","053e23a256af121444a37361862fac63","Arthropoda;Insecta;Lepidoptera;Blastobasidae;Pigritia;Pigritia fidella"
"92","0547fc0c9760b9239d6b56d44c818c72","Arthropoda;Insecta;Diptera;Chironomidae;Chironomus"
"93","054ec8658be5a2179d484854193bf1b1","Arthropoda;Insecta;Hemiptera;Aphididae;Aphis"
"94","056941c31f7cf6b374b65c94460191ee","Arthropoda;Insecta;Coleoptera;Chrysomelidae;Paria;Paria fragariae"
"95","057ac979aa14ddd81a474926276ed5b6","Arthropoda;Insecta;Lepidoptera"
"96","057b8f7a52410a07e90cad2f6132ba08","Arthropoda;Insecta;Lepidoptera"
"97","058acb19e14ec8376d76cc42fa3d5a10","Arthropoda;Insecta;Trichoptera;Leptoceridae;Nectopsyche;Nectopsyche exquisita"
"98","059e418761d0c375ca68edff8ee0561f","Arthropoda;Insecta;Lepidoptera;Tortricidae;Decodes;Decodes basiplagana"
"99","05a309962c0fee1ef2ec94f2759bd57b","Arthropoda;Insecta;Hymenoptera;Vespidae;Dolichovespula;Dolichovespula arenaria"
"100","05a7617a1451f874eee51773f954742f","Arthropoda;Arachnida;Araneae;Philodromidae;Philodromus;Philodromus rufus"
"101","05ae9d6195abd011c6888aec81837d81","Arthropoda;Insecta;Trichoptera;Limnephilidae;Platycentropus;Platycentropus radiatus"
"102","05bbf7242488ca15f872919da0ed99f9","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus"
"103","05c09faa5fa868b5e91134d93a57904f","Arthropoda;Arachnida;Araneae;Philodromidae;Philodromus;Philodromus rufus"
"104","05c8293df9dc44bde901eae7f797b46f","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"105","05c8959918a8d8e8acfecea8e92ecaf4","Arthropoda;Insecta;Diptera;Limoniidae;Metalimnobia;Metalimnobia triocellata"
"106","05c8ee84ad4ece37d8983d71256f5048","Arthropoda;Insecta;Diptera;Chironomidae;Procladius;Procladius rufovittatus"
"107","062f6cd25d1ba7607ffb46030b747adc","Arthropoda;Insecta;Hymenoptera;Formicidae;Camponotus"
"108","063cf5e4f471fb85fec7759dd75bc28d","Arthropoda;Insecta;Coleoptera;Hydrophilidae;Hydrochara;Hydrochara obtusata"
"109","063d29a1407d69ed415d4ea4a808cd6f","Arthropoda;Insecta;Lepidoptera;Tortricidae;Catastega"
"110","0641345c0eaf00d84120b8e65a05092b","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Ophion"
"111","0653625ce9b0bb5035b6b441f31e105f","Arthropoda;Insecta;Diptera;Limoniidae;Rhipidia"
"112","0653fdae9a867b225e74956622f0e770","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"113","0657ed6afe3faeb726ad6fad2db0d596","Arthropoda;Insecta;Diptera;Limoniidae;Erioptera"
"114","06665f2d6160ef8e020a716e0dcaaf6f","Arthropoda;Insecta;Lepidoptera;Tortricidae;Catastega;Catastega aceriella"
"115","066b5eee1896c0a34151773b9df99b26","Arthropoda;Insecta;Neuroptera;Hemerobiidae;Micromus;Micromus subanticus"
"116","067746cff59214b6daeb05b19bfa82f8","Arthropoda;Insecta;Lepidoptera;Gelechiidae;Pseudotelphusa"
"117","06933e057b455789f9effdbc2d1c35a8","Arthropoda;Insecta;Lepidoptera"
"118","06a75c5aa82e8a084aaf89b61ccf7655","Arthropoda;Insecta;Diptera;Limoniidae;Epiphragma;Epiphragma fasciapenne"
"119","06aa807901933544cb7d4b5886d09e26","Arthropoda;Insecta;Lepidoptera;Noctuidae;Anathix;Anathix puta"
"120","06b30c183d8329842789ffbc1ff40f2a","Arthropoda;Insecta;Diptera;Tipulidae;Tipula"
"121","06b545d3544e85804cdeb28fee4928f9","Arthropoda;Insecta;Lepidoptera;Erebidae"
"122","06b8c37facb536bd633768ab761cb24c","Arthropoda;Insecta;Lepidoptera;Tortricidae;Orthotaenia;Orthotaenia undulana"
"123","06c059fbe81eaa9c42cd47352498f473","Arthropoda;Insecta;Lepidoptera;Autostichidae;Taygete;Taygete attributella"
"124","06cba5bbf2884b8cf02211e57ad347e5","Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche morosa"
"125","06cc5faccebfed1ae42d5fd81c826cb1","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"126","06de8e1d3e0022d42675b3ec5ccd2e5d","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus;Chaoborus punctipennis"
"127","06e4235dda827c46807d10ec6f632bb2","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus;Chaoborus punctipennis"
"128","06e7f6724116978053cf19611f7dba43","Arthropoda;Insecta;Coleoptera;Cerambycidae;Sternidius;Sternidius alpha"
"129","06eaa07df2f9d7a4dd040819d00a9022","Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta fuliginosa"
"130","06fa11d48ca2870f267cc977f2a1fd53","Arthropoda;Insecta;Diptera;Tachinidae;Phytomyptera;Phytomyptera Wood02"
"131","0705463275161ad4b1e616ac7dbc4b1a","Arthropoda;Insecta;Lepidoptera;Tortricidae;Sparganothis"
"132","0720b8cddb5d21983f91d414d87f66e3","Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula entomophthorae"
"133","072cd0268574ae392728b381e5b0ef21","Arthropoda;Insecta;Diptera;Asilidae;Tipulogaster;Tipulogaster glabrata"
"134","073deef6ffc6448b96e4774f0bd520bb","Arthropoda;Insecta;Lepidoptera"
"135","07444e79ed7a59d59415d87b972d36e4","Arthropoda;Insecta;Diptera;Chloropidae;Tricimba;Tricimba melancholica"
"136","074a8d32bf7c44d9a6d5caf5bf33e425","Arthropoda;Insecta;Plecoptera;Chloroperlidae;Sweltsa"
"137","07595f58ffba631c55904cc59f406399","Arthropoda;Insecta;Diptera;Ephydridae;Paracoenia"
"138","077103276bff113c6e83ab65251ad043","Arthropoda;Insecta;Lepidoptera;Erebidae;Idia"
"139","079de38fc1ebd53f569d733dea83a2dc","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"140","07c77cb0a0945e3f0318da4dd798a9b0","Arthropoda;Insecta;Coleoptera;Pyrochroidae;Dendroides;Dendroides canadensis"
"141","07c83be64f9d1fbafaa90af65971f5fa","Arthropoda;Insecta;Lepidoptera"
"142","07e08953602f5302740af8620f6046a3","Arthropoda;Insecta;Lepidoptera;Tortricidae;Argyrotaenia"
"143","07e1d9fd94050831d9bdbb249e8583fa","Arthropoda;Insecta;Coleoptera;Cantharidae;Podabrus;Podabrus diadema"
"144","07eaa2b08a91622a17cd985098096c1c","Arthropoda;Insecta;Coleoptera;Silphidae;Nicrophorus;Nicrophorus orbicollis"
"145","07f75465f1aa795f171fcfd29276c465","Arthropoda;Insecta;Trichoptera;Limnephilidae;Pycnopsyche;Pycnopsyche lepida"
"146","07f90fd1536c893009e47b129a59c8b1","Arthropoda;Insecta;Lepidoptera;Erebidae;Idia;Idia americalis"
"147","07fc3d8164cb596fbcb7050e9987e813","Arthropoda;Insecta;Hemiptera;Cicadellidae;Gyponana"
"148","0800bfd0a4fdce8c3928b79bc5cf1698","Arthropoda;Insecta;Diptera;Limoniidae;Metalimnobia;Metalimnobia triocellata"
"149","0815bfefe3b8eb5a89605417de80d032","Arthropoda;Insecta;Coleoptera;Ciidae;Cis;Cis fuscipes"
"150","0817311c4db69456e329c7c80fcd575d","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"151","0837da0c4c6340e73a243e837fae5f8f","Arthropoda;Insecta;Coleoptera;Coccinellidae;Harmonia;Harmonia axyridis"
"152","08637a3c15ed3fe54c037f5fde2504b2","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus;Chaoborus punctipennis"
"153","0871fb8fc45696ef2abe3569477afa6f","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus;Chaoborus punctipennis"
"154","087e50c1ae4e93d8300ca21f640137b8","Arthropoda;Insecta;Diptera;Empididae;Rhamphomyia"
"155","0887bbcc747490e8899f2e7f9c8a1b9b","Arthropoda;Insecta;Lepidoptera;Tortricidae;Proteoteras"
"156","08a66e636c949e65220731f85cb948d5","Arthropoda;Insecta;Psocodea;Amphipsocidae;Polypsocus;Polypsocus corruptus"
"157","08a6d50b53f5981c4303f067db74704c","Arthropoda;Insecta;Diptera;Tipulidae;Nephrotoma"
"158","08be6cd92add6cb670240dcfc397b266","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus similis"
"159","08c6e0fc389dbe8ec31ee18110d0e4c8","Arthropoda;Insecta;Lepidoptera"
"160","08eca98df871da88592f06ac9f11ed23","Arthropoda;Insecta;Diptera;Limoniidae;Epiphragma;Epiphragma fasciapenne"
"161","09141d3ae9d4c60dbc5b15f577b811e4","Arthropoda;Insecta;Coleoptera;Cerambycidae;Orthosoma"
"162","091734555d8d55d8ff339e6718384316","Arthropoda;Insecta;Lepidoptera;Geometridae;Aethalura;Aethalura intertexta"
"163","093889f33e34bb38014f639d2ff71319","Arthropoda;Insecta;Coleoptera;Elateridae;Athous;Athous brightwelli"
"164","094f2b86e6f5c9c879fb37a770e29e30","Arthropoda;Insecta;Diptera;Limoniidae;Geranomyia"
"165","09563c157c7e56eb4a085cf5873b3f1c","Arthropoda;Insecta;Lepidoptera;Lasiocampidae;Malacosoma;Malacosoma disstria"
"166","096b288377f779486c0272f7970d68f8","Arthropoda;Insecta;Diptera;Chironomidae;Microtendipes"
"167","097cfce5bb8730cec2ab8602d7a0be8f","Arthropoda;Arachnida;Trombidiformes;Lebertiidae;Lebertia"
"168","09832a0a70b2f6e3a3cc2e2a0871a5da","Arthropoda;Insecta;Diptera;Tachinidae;Phytomyptera;Phytomyptera Wood02"
"169","0986351a9f5d834742312a281f06c584","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"170","098d89de723d4e279714b98f35448ec1","Arthropoda;Arachnida;Trombidiformes;Pionidae;Piona"
"171","098f65da59f0fa927fe804d96cb3dff4","Arthropoda;Insecta;Diptera;Bombyliidae;Lepidophora"
"172","0993d3eabdab9548d73470944f3042e3","Arthropoda;Insecta;Lepidoptera;Crambidae;Eoparargyractis;Eoparargyractis plevie"
"173","0994de0daf02de45c4cfe62a4b214e12","Arthropoda;Insecta;Lepidoptera;Geometridae;Eupithecia;Eupithecia columbiata"
"174","09ae53914827f1da629c68c940a53e6a","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus"
"175","09b3c843d6ee102436188bf6dba340fa","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes albopictus"
"176","09b407f1502dca13e3fbe5830d75ccf4","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"177","09b51bc71668ed28a36f2902df31267f","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"178","09b5722d74f94162661c5ae0086010ef","Arthropoda;Insecta;Lepidoptera"
"179","09bb72f95ac3e9f2af127a3c3acec66a","Arthropoda;Insecta;Coleoptera;Cantharidae;Podabrus;Podabrus brevicollis"
"180","09cb2629015f1f8601465c7700016670","Arthropoda;Insecta;Trichoptera;Phryganeidae;Agrypnia;Agrypnia vestita"
"181","09d5430b5e530809a53dcd04559865a1","Arthropoda;Insecta;Lepidoptera;Nymphalidae;Heteropsis;Heteropsis turbata"
"182","0a02f6ef13a82eb33ad3bb1a5e65032e","Arthropoda;Insecta;Lepidoptera;Coleophoridae;Coleophora;Coleophora persimplexella"
"183","0a0ebb5aedfd57b158579503f7457b6b","Arthropoda;Insecta;Lepidoptera"
"184","0a17291df217391819217021091a4fb6","Arthropoda;Insecta;Lepidoptera;Tortricidae;Gretchena"
"185","0a2b07f1dc612075b527f9c74e95ca74","Arthropoda;Insecta;Lepidoptera;Tortricidae;Epinotia"
"186","0a485671a39cc1072a2346fe75d9e543","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus similis"
"187","0a5384aa258b37048677e9efe9e42b83","Arthropoda;Insecta;Lepidoptera;Erebidae;Spargaloma;Spargaloma sexpunctata"
"188","0a5ed036fbe1bf3290a18e42f83b5527","Arthropoda;Insecta;Diptera;Limoniidae;Epiphragma;Epiphragma fasciapenne"
"189","0a8ecd08173cbdef34c371287d999f78","Arthropoda;Insecta;Hemiptera;Derbidae;Otiocerus;Otiocerus wolfei"
"190","0a930ee3e5833075348efef14e707e11","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus similis"
"191","0aa29b4058585824ae310e905a153f3b","Arthropoda;Insecta;Lepidoptera;Tortricidae;Acleris;Acleris youngana"
"192","0aad8c776bdfe34b6d1af505f5aed1e8","Arthropoda;Insecta;Lepidoptera"
"193","0ac7ba1e22fdc47c0750b583cf20bfee","Arthropoda;Insecta;Lepidoptera;Tortricidae;Eucosma"
"194","0aea53d23fb719be799ff33f458bb929","Arthropoda;Insecta;Diptera;Simuliidae;Prosimulium"
"195","0aee7d939130d8c3bc6ed8864e264802","Arthropoda;Insecta;Diptera;Psychodidae;Psychoda;Psychoda phalaenoides"
"196","0afcb0b5b27f0579de3909c861bec547","Arthropoda;Arachnida;Araneae;Lycosidae;Pirata;Pirata piraticus"
"197","0b0995ad01a99a3e8cf2ca1a5582da1f","Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus"
"198","0b0a9ff6d2626b6d912a03485f2548b0","Arthropoda;Insecta;Coleoptera;Brentidae;Arrhenodes;Arrhenodes minutus"
"199","0b1d012129e3e69af91032829f5c5c12","Arthropoda;Insecta;Lepidoptera;Tortricidae;Acleris;Acleris semipurpurana"
"200","0b1e8ff8af33feecf30552bf242e7aa7","Arthropoda;Insecta;Lepidoptera;Coleophoridae;Coleophora;Coleophora tiliaefoliella"
"201","0b2bfa5875601996b68be3f66ab8dacd","Arthropoda;Insecta;Diptera;Lauxaniidae;Poecilolycia;Poecilolycia aspinosa"
"202","0b4482aec37d805434b5cdcbcac6d702","Arthropoda;Insecta;Trichoptera;Limnephilidae;Pycnopsyche;Pycnopsyche gentilis"
"203","0b5acf0f3654e0db37de90f1437e75f1","Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;Lepidocyrtus;Lepidocyrtus cyaneus"
"204","0b680aea4aedd082dd7e7f9a7770af66","Arthropoda;Insecta;Coleoptera;Hydrophilidae;Hydrophilus;Hydrophilus ovatus"
"205","0b6c5bb4632c1769296874226d6c42da","Arthropoda;Insecta;Trichoptera;Phryganeidae;Agrypnia;Agrypnia vestita"
"206","0b7af639111230ef5e6c77d94e773072","Arthropoda;Insecta;Hemiptera;Miridae;Phytocoris"
"207","0b7e45e841909a82fb1288a4f1cb33ae","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes vexans"
"208","0b9243a2aa9773a13fe9b16a8247b5e8","Arthropoda;Insecta;Lepidoptera;Erebidae;Hyphantria;Hyphantria cunea"
"209","0b9436da593478b19b79092cc87f6cd4","Arthropoda;Insecta;Diptera;Chaoboridae;Chaoborus;Chaoborus punctipennis"
"210","0baab0867ac55162daddeb409ad7611b","Arthropoda;Insecta;Coleoptera;Carabidae;Chlaenius"
"211","0bcfbafa95a9903da42688bf4e2a5c68","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"212","0bd3724111a0a8dcd304cfb1516782e3","Arthropoda;Insecta;Coleoptera;Hydrophilidae;Hydrochara;Hydrochara obtusata"
"213","0be3d9cb1686113027e17cde0366c03b","Arthropoda;Insecta;Lepidoptera;Crambidae;Elophila;Elophila obliteralis"
"214","0bec844d3ff5751e6b89e24824c70398","Arthropoda;Insecta;Lepidoptera;Erebidae;Caenurgina;Caenurgina crassiuscula"
"215","0bed70dc3aa89b66e4b787a9188729cf","Arthropoda;Insecta;Diptera;Chironomidae;Rheotanytarsus"
"216","0bf9b28fe70208d332cdbcab55421893","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"217","0bfa7567ba51c6f70fafb0695ca58818","Arthropoda;Insecta;Diptera;Limoniidae"
"218","0c01068bfc1fff78387d3c0d2e54a3b0","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus"
