"HashID","pair1Taxa","pair2Taxa","matchtest","Pair","Level"
"730ff44a9ac798adba90f4e1571bbac1","Arthropoda;Insecta;Coleoptera","Arthropoda;Insecta;Diptera",FALSE,"Palmer:Vsearch","Order"
"7b055c0b12df491d8f60fd322a38aed0","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"930e82e3f91828295f6fe38fabc1b0ea","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"9ec056fe0f041334035ed3199e6b185c","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Vsearch","Order"
"afdec5e7ef16c651a4fc4267afaf7424","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Orthoptera",FALSE,"Palmer:Vsearch","Order"
"b8e5d4fa61f28a55d26903ed2324ad2d","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"c483491d0ef116b96f946d8954cd4ac7","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"cfe9cfd537498739efa835675655623b","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"db5ff6d6ae0d9b3857ee420b5e9509e1","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Vsearch","Order"
"dcde6e4f5bcacb6cfc65f5df9e68662d","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Vsearch","Order"
"e17aa94b00d69a1d9af8bb4fb8599e41","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"e19d40eac897d978599aab165413d2b7","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Vsearch","Order"
"06eaa07df2f9d7a4dd040819d00a9022","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"0ad2f92feb91e9fd8d62f5f7d6d2b23f","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Blast","Order"
"3456ff6251490eea3e12040d3e345c65","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"431c520635c7e7d0306ca075e21cec32","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Zygentoma",FALSE,"Palmer:Blast","Order"
"55f7bfa32b49ec54a7eb6aa4849a20ac","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"60c0c7eff85941c538e20e513610c198","Arthropoda;Insecta;Hymenoptera","Arthropoda;Arachnida;Mesostigmata",FALSE,"Palmer:Blast","Order"
"6ce40de9b850efdda19b3ea47579d282","Arthropoda;Insecta;Lepidoptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"730ff44a9ac798adba90f4e1571bbac1","Arthropoda;Insecta;Coleoptera","Arthropoda;Insecta;Diptera",FALSE,"Palmer:Blast","Order"
"78351fba08308ab60a1f83ce0bc8c497","Arthropoda;Insecta;Lepidoptera","Arthropoda;Insecta;Coleoptera",FALSE,"Palmer:Blast","Order"
"7b055c0b12df491d8f60fd322a38aed0","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"86dc8d8bec3d9dc2dce11d5e59f0be09","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Megaloptera",FALSE,"Palmer:Blast","Order"
"930e82e3f91828295f6fe38fabc1b0ea","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"9ec056fe0f041334035ed3199e6b185c","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Blast","Order"
"afdec5e7ef16c651a4fc4267afaf7424","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Orthoptera",FALSE,"Palmer:Blast","Order"
"b8e5d4fa61f28a55d26903ed2324ad2d","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"c483491d0ef116b96f946d8954cd4ac7","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"c7a95abb2e4b2878631b2e5b6be5b750","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Megaloptera",FALSE,"Palmer:Blast","Order"
"cfe9cfd537498739efa835675655623b","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"db5ff6d6ae0d9b3857ee420b5e9509e1","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Blast","Order"
"dcde6e4f5bcacb6cfc65f5df9e68662d","Arthropoda;Insecta;Lepidoptera","Arthropoda;Arachnida;Trombidiformes",FALSE,"Palmer:Blast","Order"
"e17aa94b00d69a1d9af8bb4fb8599e41","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"e19d40eac897d978599aab165413d2b7","Arthropoda;Insecta;Diptera","Arthropoda;Insecta;Blattodea",FALSE,"Palmer:Blast","Order"
"04151263f8eec7dd50598e7db78f5fd4","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"04d33c27e6c9b2937d5f7c09d190abfc","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"057b8f7a52410a07e90cad2f6132ba08","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"0a4a980425ef6db94a4cdb26e97e2d64","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Anthelidae",FALSE,"Palmer:Vsearch","Family"
"0b16608b11bc3d271918c19973a04476","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"10aa8f20f5574e5a6403af1fe5deb6c7","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Sphingidae",FALSE,"Palmer:Vsearch","Family"
"14e8bcaa73949b1ce46aa0d563b11b8e","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Sphingidae",FALSE,"Palmer:Vsearch","Family"
"17724f1dc33389dad4bea8882943c053","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Stathmopodidae",FALSE,"Palmer:Vsearch","Family"
"19410d4a7f1d3875b2357936c672e63d","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"1b2c6701b01b2b711bd28d1317769421","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"1c9cc0ba093f16c986ffe5b2fcfa4951","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"1ce797beb8d62c856503af32d5997456","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Lecithoceridae",FALSE,"Palmer:Vsearch","Family"
"1dff8116481e6c200129c2492081a25d","Arthropoda;Insecta;Lepidoptera;Erebidae","Arthropoda;Insecta;Lepidoptera;Notodontidae",FALSE,"Palmer:Vsearch","Family"
"1e1c60e7800e9397be5f845c5bd46ddc","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"1e9b970af75d0558a5fd72505feaa57b","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"1f349447fc3e1cc7b45eafd04e1fa49e","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"2885f4670de2db17d45deb827666d61a","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"31809df3d7b3e5a382218acd6ab3f5dc","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"35691a8d27a3a8fc554a737c237d8406","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Depressariidae",FALSE,"Palmer:Vsearch","Family"
"36c7ba3e72ed862f052201ab2e1fbdda","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"3f2e688e0f5e81a41835c47c80c8db78","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"3fecef901ec7632a14c83c8511215fa4","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"4224aac41c49d874475fa524bf1f4361","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Vsearch","Family"
"484fe99ed9151d2d626e15f66854c167","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"4c847545a878104933e97f3ba5d14711","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"4de123b1989dc3beaa09d588b6853ed8","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"54108465d44da8d54e528e210808aa85","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"55d44a781fbd8946d63d28eb9ebaba86","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Momphidae",FALSE,"Palmer:Vsearch","Family"
"567608d8586e1d772a4efea3a81a0db0","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"56cd1c1da6379b18b0d9f71a5db23345","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Hesperiidae",FALSE,"Palmer:Vsearch","Family"
"5c73c7915203d03c37cce1a7d888cf29","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Oecophoridae",FALSE,"Palmer:Vsearch","Family"
"5d0d6b41163d067bd078056d877149d9","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"601297d93eef200770c6ceeab0ceaaca","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Sphingidae",FALSE,"Palmer:Vsearch","Family"
"655c2bf643ac532b593b6d9f4dc7b5a6","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"6642f21427168048d155911a37d63ce9","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Anthelidae",FALSE,"Palmer:Vsearch","Family"
"6719b62ca11077def6b17e4d455cc559","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"6b0d00b53230d5d6e52ea934e1cd002f","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"7482f3fbaacf35844c97351360a18b5a","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"74af3ce49ac902c1b89af44618d4aaf1","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"74fcf127a3e1ee4e49ff590c02a9172c","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"753904b8494eb5af0dc0c8221d1e6d30","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"792ec851bbf2f9f75acd95b041598538","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"7cd05488aecabf931d8af42fbe3f0ebe","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"7ead9ccc9990b027f00770c70be18128","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"821f5bc62fff73c87583f8f899467642","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"83547311d0f67618c346928e8dca186e","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Oecophoridae",FALSE,"Palmer:Vsearch","Family"
"83c2fe93a6a513386fbed4bf774c5832","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"893aad7f56834cf7783f7f8d1e71b240","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Notodontidae",FALSE,"Palmer:Vsearch","Family"
"89bc376b4a0aee74c948f30dd4498715","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"8b914d043952af1ea60c032787625026","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"90cdc6f32318a47bb3e85186cde7c3cc","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"92c75c6414a47208a049610e7c1bd7fd","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"953e293ab6bc753487ed1a78430d0890","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Notodontidae",FALSE,"Palmer:Vsearch","Family"
"953f540cdedcccf71d67de930f06515a","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Anthelidae",FALSE,"Palmer:Vsearch","Family"
"9ab81c691338e9aacbb93dc2f6a5eea5","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"9d235c675341dcd2fc08d5d5692c14d6","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Euteliidae",FALSE,"Palmer:Vsearch","Family"
"a1f21e8d3f860bb25619a27994d6a3ed","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Euteliidae",FALSE,"Palmer:Vsearch","Family"
"a307a6947d49cda3ef853d70cce40f71","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Vsearch","Family"
"a425f01a1076b051dbf892b3993c2c38","Arthropoda;Insecta;Lepidoptera;Erebidae","Arthropoda;Insecta;Lepidoptera;Depressariidae",FALSE,"Palmer:Vsearch","Family"
"b16ed24caf0c50c0877d738af436caa9","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"b1fdd8e0df41546f5b041a39652f23f6","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"b33033907669035e271703d99f79e7eb","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Noctuidae",FALSE,"Palmer:Vsearch","Family"
"b461da5b4760c4c3c0db0551827fd7b3","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"b72699af8ffeb2dca81711dda75a1ec4","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"bb0748e298f439b55eb83117905ec51d","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Oecophoridae",FALSE,"Palmer:Vsearch","Family"
"bdb60d312721998b7dcc515db6b4b8b3","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"c1a30a1cb3f5ffe9a8c2be0d0e854826","Arthropoda;Insecta;Lepidoptera;Erebidae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Vsearch","Family"
"c27868cf62c692cb6eb2dd88c3cf6b63","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Sphingidae",FALSE,"Palmer:Vsearch","Family"
"c499f11e8c263f4d20467b1dd8d7005e","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"c4d1646bb28fb834f4a4b018dc47fe0f","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"c513c8f1e0e7f8a7711ad4c18168aa63","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"c52bc8f1dde7902e43603691e7c6d3ac","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"c62d88cef17c65c474e2babb273c68ac","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"c8272857c34db82396366e96a98bfe49","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Stathmopodidae",FALSE,"Palmer:Vsearch","Family"
"c92c6435ffcdce581765a3da9b064f55","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Stathmopodidae",FALSE,"Palmer:Vsearch","Family"
"cc13015b9c63b70e2a8879a1280b8ec3","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"d2aced2d9755261877bf273392eb9da8","Arthropoda;Insecta;Lepidoptera;Erebidae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Vsearch","Family"
"d2c7c275f780d5632fe4e61ba1b97e95","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Euteliidae",FALSE,"Palmer:Vsearch","Family"
"d2d498e287b93baea1c851e67081534a","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"d42ae89739753acde8bfd445ae29b36a","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"d433b3337f418c05f4fdd50ad3b3befb","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"d93771a2ab15f8437ce5f0ba67d5cf6b","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"de92d7def22d73bd4e0af09e815b5296","Arthropoda;Insecta;Lepidoptera;Geometridae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Vsearch","Family"
"e5e397da67148805c9c4a297b6acd946","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"e61aed71e9f4dd0479430069606ed2af","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Depressariidae",FALSE,"Palmer:Vsearch","Family"
"f5ef370452461ff6da669b051a28ff83","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"f8448438340edcc7738f8822eb1da410","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Nolidae",FALSE,"Palmer:Vsearch","Family"
"f84d2ee62951aab7fbd386897078284e","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Vsearch","Family"
"fd8e6cd30519ea09c357298fb74fef24","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Vsearch","Family"
"fe79d0bb374da9e92529b2431dbcf739","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"ff34d410675cb49b08c23d28e576941a","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Vsearch","Family"
"04151263f8eec7dd50598e7db78f5fd4","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Crambidae",FALSE,"Palmer:Blast","Family"
"04d33c27e6c9b2937d5f7c09d190abfc","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Blast","Family"
"0a4a980425ef6db94a4cdb26e97e2d64","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Anthelidae",FALSE,"Palmer:Blast","Family"
"0c174b2fe75a2ebab9719718e60503a8","Arthropoda;Insecta;Lepidoptera;Erebidae","Arthropoda;Insecta;Lepidoptera;Notodontidae",FALSE,"Palmer:Blast","Family"
"0df8b65264b46866a3782928187ddcef","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Geometridae",FALSE,"Palmer:Blast","Family"
"10aa8f20f5574e5a6403af1fe5deb6c7","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Sphingidae",FALSE,"Palmer:Blast","Family"
"16f9014d36ebc2d7a643e64dff31f94f","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Erebidae",FALSE,"Palmer:Blast","Family"
"17724f1dc33389dad4bea8882943c053","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Stathmopodidae",FALSE,"Palmer:Blast","Family"
"19410d4a7f1d3875b2357936c672e63d","Arthropoda;Insecta;Lepidoptera;Gelechiidae","Arthropoda;Insecta;Lepidoptera;Tortricidae",FALSE,"Palmer:Blast","Family"
"1ce797beb8d62c856503af32d5997456","Arthropoda;Insecta;Lepidoptera;Noctuidae","Arthropoda;Insecta;Lepidoptera;Lecithoceridae",FALSE,"Palmer:Blast","Family"
